ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-2682334,EPH-Ephrin signaling,9/126,92/10899,1.0721642650227144e-6,5.633079923674576e-4,4.4490567550041233e-4,ACTB/NCSTN/ACTG1/CLTC/ACTR2/ACTR3/EFNB2/EPHA2/EPHB4,9
R-HSA-3928665,EPH-ephrin mediated repulsion of cells,7/126,51/10899,1.7718426728074548e-6,5.633079923674576e-4,4.4490567550041233e-4,ACTB/NCSTN/ACTG1/CLTC/EFNB2/EPHA2/EPHB4,7
R-HSA-446203,Asparagine N-linked glycosylation,15/126,304/10899,2.1527693975826403e-6,5.633079923674576e-4,4.4490567550041233e-4,NUS1/UBC/DOLK/PDIA3/SEC23A/EDEM3/SEL1L/LMAN1/KDELR1/TMEM115/MCFD2/SEC24A/SCFD1/PGM3/MGAT4B,15
R-HSA-8856828,Clathrin-mediated endocytosis,10/126,146/10899,6.99419548895564e-6,0.0010718309415875373,8.465416353939787e-4,UBC/ACTB/ACTG1/CLTC/ACTR2/ACTR3/COPS2/HSPA8/TRIP10/LDLR,10
R-HSA-3928662,EPHB-mediated forward signaling,6/126,42/10899,7.903716717269759e-6,0.0010718309415875373,8.465416353939787e-4,ACTB/ACTG1/ACTR2/ACTR3/EFNB2/EPHB4,6
R-HSA-9656223,Signaling by RAF1 mutants,6/126,43/10899,9.099060666245994e-6,0.0010718309415875373,8.465416353939787e-4,ARAF/ACTB/ACTG1/IQGAP1/ITGB3/JAK2,6
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,17/126,433/10899,9.55772814154492e-6,0.0010718309415875373,8.465416353939787e-4,ARAF/PRKAR1A/UBC/ACTB/NCSTN/ACTG1/CSNK1A1/CLTC/SEL1L/IQGAP1/PTPN12/ESR2/MET/ITGB3/JAK2/PPFIBP1/RRBP1,17
R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,6/126,47/10899,1.5432092373373633e-5,0.0011012902284634819,8.698088428628776e-4,ARAF/ACTB/ACTG1/IQGAP1/ITGB3/JAK2,6
R-HSA-6802949,Signaling by RAS mutants,6/126,47/10899,1.5432092373373633e-5,0.0011012902284634819,8.698088428628776e-4,ARAF/ACTB/ACTG1/IQGAP1/ITGB3/JAK2,6
R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,6/126,47/10899,1.5432092373373633e-5,0.0011012902284634819,8.698088428628776e-4,ARAF/ACTB/ACTG1/IQGAP1/ITGB3/JAK2,6
R-HSA-9649948,Signaling downstream of RAS mutants,6/126,47/10899,1.5432092373373633e-5,0.0011012902284634819,8.698088428628776e-4,ARAF/ACTB/ACTG1/IQGAP1/ITGB3/JAK2,6
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",5/126,29/10899,1.8129112685317422e-5,0.001185946121497848,9.366708220747335e-4,PDIA3/SEC23A/HSPA5/SEC24A/BECN1,5
R-HSA-5673001,RAF/MAP kinase cascade,13/126,280/10899,2.0519500795464347e-5,0.0012390621634184242,9.78622345629838e-4,ARAF/UBC/ACTB/ACTG1/IQGAP1/DUSP5/RASA2/MET/ITGB3/FNTB/CHURC1-FNTB/JAK2/ICMT,13
R-HSA-5684996,MAPK1/MAPK3 signaling,13/126,286/10899,2.5649354015234456e-5,0.0014381959215685033,0.0011358999635318117,ARAF/UBC/ACTB/ACTG1/IQGAP1/DUSP5/RASA2/MET/ITGB3/FNTB/CHURC1-FNTB/JAK2/ICMT,13
R-HSA-418990,Adherens junctions interactions,5/126,33/10899,3.491526529539034e-5,0.0018272322171254277,0.0014431642988761342,CTNND1/ACTB/ACTG1/CTNNA1/PVR,5
R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,5/126,36/10899,5.3943347507626016e-5,0.0026465954870929015,0.002090304715920508,ARAF/ACTB/ACTG1/IQGAP1/ITGB3,5
R-HSA-5674135,MAP2K and MAPK activation,5/126,40/10899,9.073762299095022e-5,0.004166883598898394,0.0032910418233337638,ARAF/ACTB/ACTG1/IQGAP1/ITGB3,5
R-HSA-5683057,MAPK family signaling cascades,13/126,325/10899,9.554637551614152e-5,0.004166883598898394,0.0032910418233337638,ARAF/UBC/ACTB/ACTG1/IQGAP1/DUSP5/RASA2/MET/ITGB3/FNTB/CHURC1-FNTB/JAK2/ICMT,13
R-HSA-6802952,Signaling by BRAF and RAF1 fusions,6/126,67/10899,1.1878598250752245e-4,0.004746131437530567,0.0037485369315528043,ARAF/ACTB/ACTG1/IQGAP1/ITGB3/JAK2,6
R-HSA-1500931,Cell-Cell communication,8/126,129/10899,1.2092054617912272e-4,0.004746131437530567,0.0037485369315528043,CTNND1/ACTB/ACTG1/IQGAP1/CTNNA1/ACTN4/CD151/PVR,8
R-HSA-9012999,RHO GTPase cycle,15/126,449/10899,2.0413683481260354e-4,0.007459138000631836,0.0058912937075054,ACTB/ACTG1/PKN1/CLTC/IQGAP1/LMAN1/STBD1/AKAP12/SLC4A7/COPS2/FLOT2/SCFD1/EPHA2/TRIP10/PGRMC2,15
R-HSA-901042,Calnexin/calreticulin cycle,4/126,26/10899,2.090459057501916e-4,0.007459138000631836,0.0058912937075054,UBC/PDIA3/EDEM3/SEL1L,4
R-HSA-196025,Formation of annular gap junctions,3/126,11/10899,2.3262532878541171e-4,0.0079396036128934,0.0062707697324763155,ACTB/ACTG1/CLTC,3
R-HSA-9648002,RAS processing,4/126,27/10899,2.432183162433965e-4,0.007955265760461095,0.006283139836287744,UBC/FNTB/CHURC1-FNTB/ICMT,4
R-HSA-9679506,SARS-CoV Infections,14/126,413/10899,2.900404699850568e-4,0.009107270757530784,0.007193003655629409,UBC/YWHAZ/CSNK1A1/ATP1A1/SEC23A/SEC24A/BECN1/PTGES3/FNTB/CHURC1-FNTB/JAK2/FURIN/SDC4/MGAT4B,14
R-HSA-190873,Gap junction degradation,3/126,12/10899,3.075516175702695e-4,0.009285693068948522,0.00733392318821412,ACTB/ACTG1/CLTC,3
R-HSA-9013405,RHOD GTPase cycle,5/126,54/10899,3.8328589938714064e-4,0.011143682630329829,0.00880137991185286,LMAN1/STBD1/AKAP12/SLC4A7/PGRMC2,5
