ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-6783783,Interleukin-10 signaling,5/46,47/10899,1.4392352599165108e-6,2.6338005256472147e-4,2.3936754849137757e-4,IL1A/CCL5/IL1RN/CXCL1/CXCL2,5
R-HSA-380108,Chemokine receptors bind chemokines,5/46,59/10899,4.523637189595977e-6,4.139128028480319e-4,3.761761452400865e-4,CXCL3/CCL5/CCR7/CXCL1/CXCL2,5
R-HSA-375276,Peptide ligand-binding receptors,6/46,201/10899,1.8496118402199876e-4,0.011282632225341925,0.01025398844753537,BDKRB1/CXCL3/CCL5/CCR7/CXCL1/CXCL2,6
R-HSA-373076,Class A/1 (Rhodopsin-like receptors),7/46,335/10899,4.640775200975201e-4,0.021231546544461542,0.019295854783002147,BDKRB1/CXCL3/CCL5/CCR7/CXCL1/PTGER2/CXCL2,7
R-HSA-449147,Signaling by Interleukins,8/46,473/10899,7.219853045548486e-4,0.02642466214670746,0.024015511183087597,IL1A/CCL5/SOCS1/IL1RN/CXCL1/CXCL2/IL15/EBI3,8
R-HSA-1679131,Trafficking and processing of endosomal TLR,2/46,13/10899,0.0013196896457799711,0.04025053419628912,0.03658087088302376,TLR8/UNC93B1,2
R-HSA-418594,G alpha (i) signalling events,6/46,318/10899,0.0020611331221014727,0.05388390876350993,0.04897128320180943,BDKRB1/CXCL3/CCL5/CCR7/CXCL1/CXCL2,6
R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,4/46,134/10899,0.0023902385977518695,0.054676707923574014,0.049691802426946756,CD226/CD3D/CD40/SIGLEC1,4
R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,2/46,19/10899,0.0028469192317443076,0.057887357712134255,0.052609735510596556,PTPN22/CD3D,2
R-HSA-500792,GPCR ligand binding,7/46,467/10899,0.003182193743422376,0.058234145504629485,0.05292490646955109,BDKRB1/CXCL3/CCL5/CCR7/CXCL1/PTGER2/CXCL2,7
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,2/46,22/10899,0.0038150149902845968,0.06346797665655284,0.05768156636028385,PTPN22/CD3D,2
R-HSA-168898,Toll-like Receptor Cascades,4/46,168/10899,0.005371099766146957,0.0819092714337411,0.07444155816238764,TLR8/IKBKE/SOCS1/UNC93B1,4
R-HSA-5620971,Pyroptosis,2/46,28/10899,0.0061432079441590725,0.08647746567547002,0.07859326762567881,IL1A/CASP5,2
R-HSA-6798695,Neutrophil degranulation,6/46,482/10899,0.015140664812879885,0.19791011862550134,0.17986654439361066,MMP8/HK3/CR1/ACP3/CXCL1/CFD,6
R-HSA-8848021,Signaling by PTK6,2/46,54/10899,0.021698416558679667,0.2481756393898987,0.22554933001785443,EREG/STAP2,2
R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,2/46,54/10899,0.021698416558679667,0.2481756393898987,0.22554933001785443,EREG/STAP2,2
R-HSA-5218859,Regulated Necrosis,2/46,57/10899,0.02400826669567344,0.2521291319339971,0.22914238047495852,IL1A/CASP5,2
R-HSA-166658,Complement cascade,2/46,58/10899,0.024799786497854862,0.2521291319339971,0.22914238047495852,CR1/CFD,2
R-HSA-70171,Glycolysis,2/46,71/10899,0.03602011494912404,0.2521291319339971,0.22914238047495852,HK3/GCKR,2
R-HSA-1250342,PI3K events in ERBB4 signaling,1/46,10/10899,0.04142985245385722,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-8877330,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),1/46,10/10899,0.04142985245385722,0.2521291319339971,0.22914238047495852,CR1,1
R-HSA-4755510,SUMOylation of immune response proteins,1/46,11/10899,0.04547928094013898,0.2521291319339971,0.22914238047495852,IKBKE,1
R-HSA-9020956,Interleukin-27 signaling,1/46,11/10899,0.04547928094013898,0.2521291319339971,0.22914238047495852,EBI3,1
R-HSA-8984722,Interleukin-35 Signalling,1/46,12/10899,0.04951197317716571,0.2521291319339971,0.22914238047495852,EBI3,1
R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7,1/46,12/10899,0.04951197317716571,0.2521291319339971,0.22914238047495852,IKBKE,1
R-HSA-179812,GRB2 events in EGFR signaling,1/46,13/10899,0.053527996804781486,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-8847993,ERBB2 Activates PTK6 Signaling,1/46,13/10899,0.053527996804781486,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-70326,Glucose metabolism,2/46,91/10899,0.05630854527085228,0.2521291319339971,0.22914238047495852,HK3/GCKR,2
R-HSA-877300,Interferon gamma signaling,2/46,92/10899,0.05740877729664679,0.2521291319339971,0.22914238047495852,SOCS1/CIITA,2
R-HSA-1250347,SHC1 events in ERBB4 signaling,1/46,14/10899,0.05752741919564841,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-180336,SHC1 events in EGFR signaling,1/46,14/10899,0.05752741919564841,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-2453864,Retinoid cycle disease events,1/46,14/10899,0.05752741919564841,0.2521291319339971,0.22914238047495852,STRA6,1
R-HSA-2474795,Diseases associated with visual transduction,1/46,14/10899,0.05752741919564841,0.2521291319339971,0.22914238047495852,STRA6,1
R-HSA-6803205,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,1/46,14/10899,0.05752741919564841,0.2521291319339971,0.22914238047495852,PERP,1
R-HSA-71240,Tryptophan catabolism,1/46,14/10899,0.05752741919564841,0.2521291319339971,0.22914238047495852,KMO,1
R-HSA-877312,Regulation of IFNG signaling,1/46,14/10899,0.05752741919564841,0.2521291319339971,0.22914238047495852,SOCS1,1
R-HSA-8983432,Interleukin-15 signaling,1/46,14/10899,0.05752741919564841,0.2521291319339971,0.22914238047495852,IL15,1
R-HSA-9675143,Diseases of the neuronal system,1/46,14/10899,0.05752741919564841,0.2521291319339971,0.22914238047495852,STRA6,1
R-HSA-391903,Eicosanoid ligand-binding receptors,1/46,15/10899,0.06151030745628272,0.2521291319339971,0.22914238047495852,PTGER2,1
R-HSA-6785631,ERBB2 Regulates Cell Motility,1/46,15/10899,0.06151030745628272,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-918233,TRAF3-dependent IRF activation pathway,1/46,15/10899,0.06151030745628272,0.2521291319339971,0.22914238047495852,IKBKE,1
R-HSA-1433559,Regulation of KIT signaling,1/46,16/10899,0.06547672842807706,0.2521291319339971,0.22914238047495852,SOCS1,1
R-HSA-1963640,GRB2 events in ERBB2 signaling,1/46,16/10899,0.06547672842807706,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-1963642,PI3K events in ERBB2 signaling,1/46,16/10899,0.06547672842807706,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,2/46,102/10899,0.06881392217426137,0.2521291319339971,0.22914238047495852,CD40/TNFSF4,2
R-HSA-180292,GAB1 signalosome,1/46,17/10899,0.06942674868832799,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,1/46,17/10899,0.06942674868832799,0.2521291319339971,0.22914238047495852,KLF4,1
R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,1/46,18/10899,0.07336043455125152,0.2521291319339971,0.22914238047495852,CD40,1
R-HSA-936964,Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon,1/46,18/10899,0.07336043455125152,0.2521291319339971,0.22914238047495852,IKBKE,1
R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,2/46,106/10899,0.07357019519906056,0.2521291319339971,0.22914238047495852,EREG/CD3D,2
R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,2/46,108/10899,0.07598753477250511,0.2521291319339971,0.22914238047495852,IL1A/SOCS1,2
R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",1/46,19/10899,0.07727785206900173,0.2521291319339971,0.22914238047495852,KLF4,1
R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),2/46,112/10899,0.08089769924621491,0.2521291319339971,0.22914238047495852,IL1A/VENTX,2
R-HSA-9020702,Interleukin-1 signaling,2/46,115/10899,0.08464412069878426,0.2521291319339971,0.22914238047495852,IL1A/IL1RN,2
R-HSA-1250196,SHC1 events in ERBB2 signaling,1/46,22/10899,0.0889331511630157,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,1/46,22/10899,0.0889331511630157,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-202403,TCR signaling,2/46,120/10899,0.09100408863059276,0.2521291319339971,0.22914238047495852,PTPN22/CD3D,2
R-HSA-166663,Initial triggering of complement,1/46,23/10899,0.09278615061566808,0.2521291319339971,0.22914238047495852,CFD,1
R-HSA-2453902,The canonical retinoid cycle in rods (twilight vision),1/46,23/10899,0.09278615061566808,0.2521291319339971,0.22914238047495852,STRA6,1
R-HSA-389948,PD-1 signaling,1/46,23/10899,0.09278615061566808,0.2521291319339971,0.22914238047495852,CD3D,1
R-HSA-452723,Transcriptional regulation of pluripotent stem cells,1/46,24/10899,0.09662320808823888,0.2521291319339971,0.22914238047495852,KLF4,1
R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,1/46,24/10899,0.09662320808823888,0.2521291319339971,0.22914238047495852,EREG,1
R-HSA-982772,Growth hormone receptor signaling,1/46,24/10899,0.09662320808823888,0.2521291319339971,0.22914238047495852,SOCS1,1
R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,2/46,126/10899,0.09881689675831072,0.2521291319339971,0.22914238047495852,TLR8/IKBKE,2
R-HSA-76002,"Platelet activation, signaling and aggregation",3/46,263/10899,0.09898481267418863,0.2521291319339971,0.22914238047495852,DGKA/CFD/CTSW,3
R-HSA-1643713,Signaling by EGFR in Cancer,1/46,25/10899,0.10044438808161249,0.2521291319339971,0.22914238047495852,EREG,1
