ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",6/63,74/10899,3.988851057642282e-6,0.0018428491886307342,0.0015157634019040672,ABCA1/PRKACA/PCSK5/FURIN/LDLR/CLTC,6
R-HSA-166520,Signaling by NTRKs,7/63,134/10899,1.1319323396149759e-5,0.0026147637045105944,0.0021506714452684543,NAB2/FOSL1/PCSK5/FURIN/RALB/RPS6KA3/CLTC,7
R-HSA-3000157,Laminin interactions,4/63,30/10899,2.4818554303789922e-5,0.002866543022087736,0.0023577626588600427,ITGA3/LAMA5/LAMC1/LAMB2,4
R-HSA-8874081,MET activates PTK2 signaling,4/63,30/10899,2.4818554303789922e-5,0.002866543022087736,0.0023577626588600427,ITGA3/LAMA5/LAMC1/LAMB2,4
R-HSA-8875878,MET promotes cell motility,4/63,41/10899,8.744925324018332e-5,0.00808031099939294,0.006646143246253933,ITGA3/LAMA5/LAMC1/LAMB2,4
R-HSA-975634,Retinoid metabolism and transport,4/63,44/10899,1.1571379925783846e-4,0.008909962542853561,0.007328540619663103,LRP1/LRP10/LDLR/SDC4,4
R-HSA-6806667,Metabolism of fat-soluble vitamins,4/63,48/10899,1.6301682314477778e-4,0.010759110327555332,0.008849484685002221,LRP1/LRP10/LDLR/SDC4,4
R-HSA-1474244,Extracellular matrix organization,8/63,300/10899,3.11813233213155e-4,0.0180072142180597,0.014811128577624861,ITGA3/LAMA5/CD151/LTBP3/FURIN/SDC4/LAMC1/LAMB2,8
R-HSA-3000171,Non-integrin membrane-ECM interactions,4/63,59/10899,3.636111376991086e-4,0.01866537173522091,0.015352470258406808,LAMA5/SDC4/LAMC1/LAMB2,4
R-HSA-901042,Calnexin/calreticulin cycle,3/63,26/10899,4.3526131384147916e-4,0.02010907269947634,0.016539929925976207,PRKCSH/SEL1L/EDEM3,3
R-HSA-187037,Signaling by NTRK1 (TRKA),5/63,115/10899,5.17344509493788e-4,0.020941327410336302,0.017224468432744146,NAB2/FOSL1/RALB/RPS6KA3/CLTC,5
R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,3/63,28/10899,5.439305820866572e-4,0.020941327410336302,0.017224468432744146,NAB2/LAMC1/WWTR1,3
R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,3/63,35/10899,0.0010558477242693066,0.036340994093960306,0.02989086094308423,PRKCSH/SEL1L/EDEM3,3
R-HSA-6806834,Signaling by MET,4/63,79/10899,0.0011012422452715243,0.036340994093960306,0.02989086094308423,ITGA3/LAMA5/LAMC1/LAMB2,4
R-HSA-381676,Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,3/63,42/10899,0.0017994693633605694,0.05542365639150554,0.04558655720513443,PRKACA/IQGAP1/PRKAR1A,3
R-HSA-9700645,ALK mutants bind TKIs,2/63,12/10899,0.0020909047473884196,0.060374874580840614,0.04965898775047496,PRKAR1A/CLTC,2
R-HSA-5210891,Uptake and function of anthrax toxins,2/63,13/10899,0.002461884477902801,0.06690533110535847,0.055030358917827316,MAP2K3/FURIN,2
R-HSA-442720,CREB1 phosphorylation through the activation of Adenylate Cyclase,2/63,14/10899,0.0028615271579248117,0.07344586372007017,0.06041001777841269,PRKACA/PRKAR1A,2
R-HSA-2187338,Visual phototransduction,4/63,105/10899,0.003133192601543652,0.07598744284039029,0.06250049411114353,LRP1/LRP10/LDLR/SDC4,4
R-HSA-2032785,YAP1- and WWTR1 (TAZ)-stimulated gene expression,2/63,15/10899,0.0032894996900601856,0.07598744284039029,0.06250049411114353,TEAD3/WWTR1,2
R-HSA-392517,Rap1 signalling,2/63,16/10899,0.0037454717639400456,0.0783167432593381,0.06441636891460711,PRKACA/YWHAZ,2
R-HSA-9700206,Signaling by ALK in cancer,3/63,55/10899,0.0038988854869367456,0.0783167432593381,0.06441636891460711,RRBP1/PRKAR1A/CLTC,3
R-HSA-9725370,Signaling by ALK fusions and activated point mutants,3/63,55/10899,0.0038988854869367456,0.0783167432593381,0.06441636891460711,RRBP1/PRKAR1A/CLTC,3
R-HSA-164378,PKA activation in glucagon signalling,2/63,17/10899,0.004229115835957235,0.08128310210249272,0.06685623116655245,PRKACA/PRKAR1A,2
R-HSA-1912420,Pre-NOTCH Processing in Golgi,2/63,18/10899,0.0047401071091380895,0.08128310210249272,0.06685623116655245,FURIN/SEL1L,2
R-HSA-198725,Nuclear Events (kinase and transcription factor activation),3/63,61/10899,0.005218941151426887,0.08128310210249272,0.06685623116655245,NAB2/FOSL1/RPS6KA3,3
R-HSA-8963889,Assembly of active LPL and LIPC lipase complexes,2/63,19/10899,0.005278123513148878,0.08128310210249272,0.06685623116655245,PCSK5/FURIN,2
R-HSA-8963898,Plasma lipoprotein assembly,2/63,19/10899,0.005278123513148878,0.08128310210249272,0.06685623116655245,ABCA1/PRKACA,2
