ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-71387,Metabolism of carbohydrates,7/38,295/10899,6.083450385456443e-5,0.014539446421240899,0.012487082370147435,CD44/PFKFB3/PYGL/G6PC3/GPC1/NAGLU/GYS1,7
R-HSA-5663084,Diseases of carbohydrate metabolism,3/38,34/10899,2.1717441588808343e-4,0.02595234269862597,0.022288953209566458,G6PC3/NAGLU/GYS1,3
R-HSA-1475029,Reversible hydration of carbon dioxide,2/38,12/10899,7.642388847771076e-4,0.06088436448724291,0.052290028958433675,CA3/CA12,2
R-HSA-3229121,Glycogen storage diseases,2/38,16/10899,0.0013773533582484181,0.08229686315534299,0.07067997496274778,G6PC3/GYS1,2
R-HSA-2024096,HS-GAG degradation,2/38,22/10899,0.002616679543841372,0.12507728219561756,0.10742158127348791,GPC1/NAGLU,2
R-HSA-8982491,Glycogen metabolism,2/38,27/10899,0.003932601411724197,0.1566486229003472,0.13453636408530148,PYGL/GYS1,2
R-HSA-5357956,TNFR1-induced NFkappaB signaling pathway,2/38,30/10899,0.00484178010448072,0.1636880348819598,0.1405821043910247,TNFRSF1A/TRAF1,2
R-HSA-449147,Signaling by Interleukins,6/38,473/10899,0.005479097401906604,0.1636880348819598,0.1405821043910247,TNFRSF1A/VIM/SQSTM1/TXLNA/CTF1/HGF,6
R-HSA-5357905,Regulation of TNFR1 signaling,2/38,40/10899,0.0084937665226027,0.2059152355577753,0.1768485837206174,TNFRSF1A/TRAF1,2
R-HSA-1630316,Glycosaminoglycan metabolism,3/38,124/10899,0.009072750998425371,0.2059152355577753,0.1768485837206174,CD44/GPC1/NAGLU,3
R-HSA-114608,Platelet degranulation ,3/38,129/10899,0.010103689426494073,0.2059152355577753,0.1768485837206174,TGFB2/EGF/HGF,3
R-HSA-5668914,Diseases of metabolism,4/38,249/10899,0.010673034106568582,0.2059152355577753,0.1768485837206174,G6PC3/GPC1/NAGLU/GYS1,4
R-HSA-76005,Response to elevated platelet cytosolic Ca2+,3/38,134/10899,0.01120041030230577,0.2059152355577753,0.1768485837206174,TGFB2/EGF/HGF,3
R-HSA-75893,TNF signaling,2/38,49/10899,0.012556585105438112,0.20979667926271572,0.18018212929411836,TNFRSF1A/TRAF1,2
R-HSA-73887,Death Receptor Signalling,3/38,146/10899,0.014105321554849849,0.20979667926271572,0.18018212929411836,TNFRSF1A/SQSTM1/TRAF1,3
R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,2/38,55/10899,0.01564968771440787,0.20979667926271572,0.18018212929411836,GPC1/NAGLU,2
