ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-9013406,RHOQ GTPase cycle,2/10,59/10899,0.0012607757532947395,0.05673490889826328,0.03981397115667598,CDC42EP1/DLC1,2
R-HSA-9013148,CDC42 GTPase cycle,2/10,155/10899,0.00839045415901731,0.1223914560553922,0.08588874109150331,CDC42EP1/DLC1,2
R-HSA-9013149,RAC1 GTPase cycle,2/10,185/10899,0.011790647634778332,0.1223914560553922,0.08588874109150331,CDC42EP1/DLC1,2
R-HSA-388844,Receptor-type tyrosine-protein phosphatases,1/10,20/10899,0.018206972896094964,0.1223914560553922,0.08588874109150331,IL1RAP,1
R-HSA-70895,Branched-chain amino acid catabolism,1/10,21/10899,0.01910943914033092,0.1223914560553922,0.08588874109150331,BCAT1,1
R-HSA-112409,RAF-independent MAPK1/3 activation,1/10,23/10899,0.02091213219005006,0.1223914560553922,0.08588874109150331,DUSP5,1
R-HSA-5673001,RAF/MAP kinase cascade,2/10,280/10899,0.025827720196687068,0.1223914560553922,0.08588874109150331,DUSP5/RASA3,2
R-HSA-5684996,MAPK1/MAPK3 signaling,2/10,286/10899,0.026869351720716608,0.1223914560553922,0.08588874109150331,DUSP5/RASA3,2
R-HSA-3000157,Laminin interactions,1/10,30/10899,0.02719810134564271,0.1223914560553922,0.08588874109150331,LAMA4,1
R-HSA-8874081,MET activates PTK2 signaling,1/10,30/10899,0.02719810134564271,0.1223914560553922,0.08588874109150331,LAMA4,1
R-HSA-5683057,MAPK family signaling cascades,2/10,325/10899,0.0340541584412721,0.12463637245378115,0.0874641210201973,DUSP5/RASA3,2
R-HSA-9031628,NGF-stimulated transcription,1/10,39/10899,0.03522668300126364,0.12463637245378115,0.0874641210201973,TRIB1,1
R-HSA-8875878,MET promotes cell motility,1/10,41/10899,0.0370026931527101,0.12463637245378115,0.0874641210201973,LAMA4,1
R-HSA-5675221,Negative regulation of MAPK pathway,1/10,43/10899,0.03877576031895413,0.12463637245378115,0.0874641210201973,DUSP5,1
R-HSA-9013409,RHOJ GTPase cycle,1/10,55/10899,0.04935260303481959,0.12634674217107658,0.08866438047093093,CDC42EP1,1
R-HSA-936837,Ion transport by P-type ATPases,1/10,57/10899,0.05110519039134076,0.12634674217107658,0.08866438047093093,ATP11A,1
R-HSA-3000171,Non-integrin membrane-ECM interactions,1/10,59/10899,0.05285486929200023,0.12634674217107658,0.08866438047093093,LAMA4,1
R-HSA-198725,Nuclear Events (kinase and transcription factor activation),1/10,61/10899,0.05460164402793821,0.12634674217107658,0.08866438047093093,TRIB1,1
R-HSA-5658442,Regulation of RAS by GAPs,1/10,68/10899,0.060692547129983065,0.12634674217107658,0.08866438047093093,RASA3,1
R-HSA-9012999,RHO GTPase cycle,2/10,449/10899,0.061215115526183445,0.12634674217107658,0.08866438047093093,CDC42EP1/DLC1,2
R-HSA-9013026,RHOB GTPase cycle,1/10,70/10899,0.06242630607913757,0.12634674217107658,0.08866438047093093,DLC1,1
R-HSA-9013106,RHOC GTPase cycle,1/10,74/10899,0.06588518624572604,0.12634674217107658,0.08866438047093093,DLC1,1
R-HSA-9013408,RHOG GTPase cycle,1/10,74/10899,0.06588518624572604,0.12634674217107658,0.08866438047093093,CDC42EP1,1
R-HSA-3000178,ECM proteoglycans,1/10,76/10899,0.06761031596813138,0.12634674217107658,0.08866438047093093,LAMA4,1
R-HSA-6806834,Signaling by MET,1/10,79/10899,0.07019263453948699,0.12634674217107658,0.08866438047093093,LAMA4,1
R-HSA-6794362,Protein-protein interactions at synapses,1/10,86/10899,0.07619303057636695,0.12983502715305573,0.09111229975653033,IL1RAP,1
R-HSA-9013404,RAC2 GTPase cycle,1/10,88/10899,0.07790101629183344,0.12983502715305573,0.09111229975653033,CDC42EP1,1
R-HSA-9013423,RAC3 GTPase cycle,1/10,94/10899,0.08300793488025282,0.13340560962897774,0.09361797166945805,CDC42EP1,1
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",1/10,106/10899,0.09314547597995315,0.14158450756548266,0.09935754916875976,IL1RAP,1
R-HSA-199418,Negative regulation of the PI3K/AKT network,1/10,113/10899,0.09901235225200067,0.14158450756548266,0.09935754916875976,IL1RAP,1
R-HSA-187037,Signaling by NTRK1 (TRKA),1/10,115/10899,0.1006823164910099,0.14158450756548266,0.09935754916875976,TRIB1,1
R-HSA-9020702,Interleukin-1 signaling,1/10,115/10899,0.1006823164910099,0.14158450756548266,0.09935754916875976,IL1RAP,1
R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,1/10,130/10899,0.11311852180387416,0.15407020013136763,0.10811943868867903,LMO2,1
R-HSA-166520,Signaling by NTRKs,1/10,134/10899,0.1164085956548111,0.15407020013136763,0.10811943868867903,TRIB1,1
R-HSA-8980692,RHOA GTPase cycle,1/10,147/10899,0.12702561332951312,0.16331864570937402,0.11460957593640281,DLC1,1
R-HSA-446652,Interleukin-1 family signaling,1/10,153/10899,0.13188693706203158,0.16485867132753948,0.11569029566844875,IL1RAP,1
R-HSA-983712,Ion channel transport,1/10,186/10899,0.1581913719851874,0.19239491187387658,0.13501397324482567,ATP11A,1
R-HSA-8878171,Transcriptional regulation by RUNX1,1/10,239/10899,0.1989395409787984,0.2355862985275244,0.16532371826492942,LMO2,1
R-HSA-1257604,PIP3 activates AKT signaling,1/10,267/10899,0.21974224011379395,0.25354873859283916,0.1779289393633959,IL1RAP,1
R-HSA-1474244,Extracellular matrix organization,1/10,300/10899,0.2436346723814602,0.2740890064291427,0.1923431624064159,LAMA4,1
R-HSA-9006925,Intracellular signaling by second messengers,1/10,309/10899,0.2500354698021987,0.27442917417314494,0.1925818766127333,IL1RAP,1
R-HSA-71291,Metabolism of amino acids and derivatives,1/10,374/10899,0.29483497496566735,0.3158946160346436,0.22168043230501303,BCAT1,1
R-HSA-112316,Neuronal System,1/10,410/10899,0.3185967570959968,0.3334152109144152,0.23397558660660717,IL1RAP,1
R-HSA-449147,Signaling by Interleukins,1/10,473/10899,0.35845181234333134,0.36397073675755753,0.2554180608824965,IL1RAP,1
R-HSA-6798695,Neutrophil degranulation,1/10,482/10899,0.36397073675755753,0.36397073675755753,0.2554180608824965,ATP11A,1
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,2/8,200/4383,0.04837676111305297,0.3119843065110993,0.3049470665146084,TRIB1/DUSP5,2
HALLMARK_ANGIOGENESIS,HALLMARK_ANGIOGENESIS,1/8,36/4383,0.063899766766498,0.3119843065110993,0.3049470665146084,POSTN,1
HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,1/8,40/4383,0.07077414032244356,0.3119843065110993,0.3049470665146084,LMO2,1
HALLMARK_UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,1/8,144/4383,0.23468326454312627,0.3119843065110993,0.3049470665146084,DLC1,1
HALLMARK_MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,1/8,199/4383,0.31066626878410897,0.3119843065110993,0.3049470665146084,CDC42EP1,1
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,1/8,200/4383,0.3119843065110993,0.3119843065110993,0.3049470665146084,LAMA4,1
HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_ALLOGRAFT_REJECTION,1/8,200/4383,0.3119843065110993,0.3119843065110993,0.3049470665146084,BCAT1,1
HALLMARK_COMPLEMENT,HALLMARK_COMPLEMENT,1/8,200/4383,0.3119843065110993,0.3119843065110993,0.3049470665146084,DUSP5,1
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1/8,200/4383,0.3119843065110993,0.3119843065110993,0.3049470665146084,POSTN,1
HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,1/8,200/4383,0.3119843065110993,0.3119843065110993,0.3049470665146084,DLC1,1
HALLMARK_HEME_METABOLISM,HALLMARK_HEME_METABOLISM,1/8,200/4383,0.3119843065110993,0.3119843065110993,0.3049470665146084,LMO2,1
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,1/8,200/4383,0.3119843065110993,0.3119843065110993,0.3049470665146084,TRIB1,1
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,1/8,200/4383,0.3119843065110993,0.3119843065110993,0.3049470665146084,BCAT1,1
HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,1/8,200/4383,0.3119843065110993,0.3119843065110993,0.3049470665146084,BCAT1,1
ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF,ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF,4/15,232/21728,1.576234011519242e-5,0.00898453386565968,0.004944397215081412,TRIB1/DUSP5/IL1RAP/DLC1,4
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN,KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN,4/15,336/21728,6.700755804657387e-5,0.019097154043273553,0.010509606472567901,LAMA4/LMO2/POSTN/DLC1,4
ABE_VEGFA_TARGETS_30MIN,ABE_VEGFA_TARGETS_30MIN,2/15,29/21728,1.786686051311957e-4,0.023401003643682017,0.012878114655248829,TRIB1/DUSP5,2
DELYS_THYROID_CANCER_UP,DELYS_THYROID_CANCER_UP,4/15,445/21728,1.9805326066494317e-4,0.023401003643682017,0.012878114655248829,BCAT1/DUSP5/IL1RAP/ATP11A,4
MARTENS_BOUND_BY_PML_RARA_FUSION,MARTENS_BOUND_BY_PML_RARA_FUSION,4/15,456/21728,2.1746510289014716e-4,0.023401003643682017,0.012878114655248829,DUSP5/LMO2/RASA3/PGPEP1,4
VALK_AML_WITH_CEBPA,VALK_AML_WITH_CEBPA,2/15,37/21728,2.921533529669055e-4,0.023401003643682017,0.012878114655248829,TRIB1/DLC1,2
AMIT_EGF_RESPONSE_60_MCF10A,AMIT_EGF_RESPONSE_60_MCF10A,2/15,39/21728,3.2479436738890917e-4,0.023401003643682017,0.012878114655248829,TRIB1/DLC1,2
KIM_WT1_TARGETS_UP,KIM_WT1_TARGETS_UP,3/15,216/21728,4.0360108794984203e-4,0.023401003643682017,0.012878114655248829,TRIB1/DUSP5/IL1RAP,3
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1,PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1,2/15,46/21728,4.523956708208771e-4,0.023401003643682017,0.012878114655248829,TRIB1/DUSP5,2
PHONG_TNF_RESPONSE_VIA_P38_COMPLETE,PHONG_TNF_RESPONSE_VIA_P38_COMPLETE,3/15,225/21728,4.547357826099959e-4,0.023401003643682017,0.012878114655248829,CDC42EP1/DUSP5/WWC2,3
DELACROIX_RAR_TARGETS_UP,DELACROIX_RAR_TARGETS_UP,2/15,47/21728,4.7231378956392626e-4,0.023401003643682017,0.012878114655248829,ATP11A/PGPEP1,2
DAUER_STAT3_TARGETS_UP,DAUER_STAT3_TARGETS_UP,2/15,48/21728,4.926527082880425e-4,0.023401003643682017,0.012878114655248829,TRIB1/DUSP5,2
NAGASHIMA_EGF_SIGNALING_UP,NAGASHIMA_EGF_SIGNALING_UP,2/15,57/21728,6.9455457723329e-4,0.028272280549734685,0.015558891235126382,TRIB1/DUSP5,2
AMIT_SERUM_RESPONSE_60_MCF10A,AMIT_SERUM_RESPONSE_60_MCF10A,2/15,58/21728,7.190733863255609e-4,0.028272280549734685,0.015558891235126382,TRIB1/DUSP5,2
REACTOME_RHOQ_GTPASE_CYCLE,REACTOME_RHOQ_GTPASE_CYCLE,2/15,59/21728,7.440073828877549e-4,0.028272280549734685,0.015558891235126382,CDC42EP1/DLC1,2
BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_UP,BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_UP,3/15,286/21728,9.131711292493637e-4,0.03253172147950858,0.01790296029712568,LAMA4/LMO2/IL1RAP,3
MAHAJAN_RESPONSE_TO_IL1A_DN,MAHAJAN_RESPONSE_TO_IL1A_DN,2/15,70/21728,0.0010455388262072393,0.0340548271735405,0.01874116066060031,LAMA4/POSTN,2
BURTON_ADIPOGENESIS_2,BURTON_ADIPOGENESIS_2,2/15,71/21728,0.0010754155949539105,0.0340548271735405,0.01874116066060031,BCAT1/RASA3,2
ZHU_CMV_24_HR_DN,ZHU_CMV_24_HR_DN,2/15,84/21728,0.0015008157009228963,0.04502447102768689,0.02477800990997358,LAMA4/POSTN,2
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP,SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP,3/15,353/21728,0.0016732413690579344,0.04549347332452178,0.025036112743688808,LAMA4/LMO2/POSTN,3
GRUETZMANN_PANCREATIC_CANCER_UP,GRUETZMANN_PANCREATIC_CANCER_UP,3/15,359/21728,0.0017558884441043492,0.04549347332452178,0.025036112743688808,LAMA4/DUSP5/POSTN,3
PEREZ_TP63_TARGETS,PEREZ_TP63_TARGETS,3/15,359/21728,0.0017558884441043492,0.04549347332452178,0.025036112743688808,LMO2/DLC1/ATP11A,3
WESTON_VEGFA_TARGETS,WESTON_VEGFA_TARGETS,2/15,95/21728,0.0019138945517147526,0.047361678490133695,0.026064229344524174,LMO2/POSTN,2
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN,CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN,2/15,97/21728,0.001994175936426682,0.047361678490133695,0.026064229344524174,LAMA4/POSTN,2
WINZEN_DEGRADED_VIA_KHSRP,WINZEN_DEGRADED_VIA_KHSRP,2/15,100/21728,0.002117564536162166,0.04828047142449739,0.026569862390582125,DUSP5/LMO2,2
LINDGREN_BLADDER_CANCER_CLUSTER_2B,LINDGREN_BLADDER_CANCER_CLUSTER_2B,3/15,389/21728,0.002207640803659863,0.04839827915715853,0.02663469471622021,LAMA4/DUSP5/POSTN,3
WOO_LIVER_CANCER_RECURRENCE_UP,WOO_LIVER_CANCER_RECURRENCE_UP,2/15,105/21728,0.0023310902219233487,0.04921190468504847,0.02708245170109777,LAMA4/POSTN,2
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN,IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_DN,2/15,107/21728,0.0024192463842852186,0.04924894425152052,0.027102835432969742,LAMA4/POSTN,2
SWEET_LUNG_CANCER_KRAS_DN,SWEET_LUNG_CANCER_KRAS_DN,3/15,423/21728,0.0028004801343410658,0.05364108064107931,0.02951992988188667,ANKRD10/LMO2/POSTN,3
FOROUTAN_INTEGRATED_TGFB_EMT_UP,FOROUTAN_INTEGRATED_TGFB_EMT_UP,2/15,118/21728,0.0029319435460661084,0.05364108064107931,0.02951992988188667,POSTN/DLC1,2
ZHU_CMV_ALL_DN,ZHU_CMV_ALL_DN,2/15,119/21728,0.0029808748698830134,0.05364108064107931,0.02951992988188667,LAMA4/POSTN,2
RIGGI_EWING_SARCOMA_PROGENITOR_UP,RIGGI_EWING_SARCOMA_PROGENITOR_UP,3/15,434/21728,0.0030114290886219964,0.05364108064107931,0.02951992988188667,DUSP5/LMO2/IL1RAP,3
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_DN,MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_DN,2/15,125/21728,0.003282530644337152,0.05626943406399544,0.030966373686187702,BCAT1/DUSP5,2
SENESE_HDAC1_TARGETS_UP,SENESE_HDAC1_TARGETS_UP,3/15,451/21728,0.0033564223827646403,0.05626943406399544,0.030966373686187702,TRIB1/DUSP5/ATP11A,3
PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP,PETROVA_ENDOTHELIUM_LYMPHATIC_VS_BLOOD_UP,2/15,131/21728,0.0035979419846786944,0.05859505517905302,0.032246216885240625,DUSP5/LMO2,2
IGLESIAS_E2F_TARGETS_UP,IGLESIAS_E2F_TARGETS_UP,2/15,145/21728,0.004386815610262967,0.06848107421441368,0.03768672228235509,LAMA4/POSTN,2
LEE_NEURAL_CREST_STEM_CELL_UP,LEE_NEURAL_CREST_STEM_CELL_UP,2/15,147/21728,0.0045055033774385154,0.06848107421441368,0.03768672228235509,POSTN/DLC1,2
PODAR_RESPONSE_TO_ADAPHOSTIN_UP,PODAR_RESPONSE_TO_ADAPHOSTIN_UP,2/15,148/21728,0.004565404947627579,0.06848107421441368,0.03768672228235509,TRIB1/DUSP5,2
SMID_BREAST_CANCER_ERBB2_UP,SMID_BREAST_CANCER_ERBB2_UP,2/15,151/21728,0.004747334753608904,0.06938412332197628,0.03818369113563977,LAMA4/WWC2,2
REACTOME_CDC42_GTPASE_CYCLE,REACTOME_CDC42_GTPASE_CYCLE,2/15,155/21728,0.004995082173932677,0.07117992097854065,0.03917196020610362,CDC42EP1/DLC1,2
ASTON_MAJOR_DEPRESSIVE_DISORDER_DN,ASTON_MAJOR_DEPRESSIVE_DISORDER_DN,2/15,160/21728,0.005313040185869028,0.07128619208111053,0.03923044365682537,BCAT1/CDC42EP1,2
MULLIGHAN_NPM1_SIGNATURE_3_DN,MULLIGHAN_NPM1_SIGNATURE_3_DN,2/15,161/21728,0.0053777302798030755,0.07128619208111053,0.03923044365682537,BCAT1/DUSP5,2
VERHAAK_GLIOBLASTOMA_CLASSICAL,VERHAAK_GLIOBLASTOMA_CLASSICAL,2/15,161/21728,0.0053777302798030755,0.07128619208111053,0.03923044365682537,LMO2/DLC1,2
KIM_WT1_TARGETS_8HR_UP,KIM_WT1_TARGETS_8HR_UP,2/15,167/21728,0.005773521161508389,0.0747933423195405,0.04116050971601675,TRIB1/IL1RAP,2
NAGASHIMA_NRG1_SIGNALING_UP,NAGASHIMA_NRG1_SIGNALING_UP,2/15,173/21728,0.006182354495197781,0.07830982360583856,0.04309571086710968,TRIB1/DUSP5,2
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP,VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP,2/15,177/21728,0.006462106546329102,0.08007392894364322,0.04406653892004742,BCAT1/IL1RAP,2
BROWNE_HCMV_INFECTION_48HR_UP,BROWNE_HCMV_INFECTION_48HR_UP,2/15,180/21728,0.006675677795296549,0.08024174743945064,0.044158893327712445,LMO2/ATP11A,2
DOANE_RESPONSE_TO_ANDROGEN_UP,DOANE_RESPONSE_TO_ANDROGEN_UP,2/15,184/21728,0.006965425524944117,0.08024174743945064,0.044158893327712445,LAMA4/TRIB1,2
REACTOME_RAC1_GTPASE_CYCLE,REACTOME_RAC1_GTPASE_CYCLE,2/15,184/21728,0.006965425524944117,0.08024174743945064,0.044158893327712445,CDC42EP1/DLC1,2
FOROUTAN_PRODRANK_TGFB_EMT_UP,FOROUTAN_PRODRANK_TGFB_EMT_UP,2/15,185/21728,0.007038749775390408,0.08024174743945064,0.044158893327712445,POSTN/DLC1,2
IVANOVA_HEMATOPOIESIS_STEM_CELL,IVANOVA_HEMATOPOIESIS_STEM_CELL,2/15,190/21728,0.007410672119668001,0.08140746419586553,0.04480041427584105,DUSP5/WWC2,2
FOROUTAN_TGFB_EMT_UP,FOROUTAN_TGFB_EMT_UP,2/15,192/21728,0.007561906404086146,0.08140746419586553,0.04480041427584105,POSTN/DLC1,2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,1/15,11/21728,0.007569465969089251,0.08140746419586553,0.04480041427584105,BCAT1,1
NABA_ECM_GLYCOPROTEINS,NABA_ECM_GLYCOPROTEINS,2/15,196/21728,0.007868581305931469,0.08235073662330167,0.04531951895428236,LAMA4/POSTN,2
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A4,SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A4,2/15,197/21728,0.007946123709265951,0.08235073662330167,0.04531951895428236,DLC1/ATP11A,2
SHIN_B_CELL_LYMPHOMA_CLUSTER_6,SHIN_B_CELL_LYMPHOMA_CLUSTER_6,1/15,12/21728,0.008254940851000314,0.08259774481116215,0.045455453284813145,LMO2,1
WIERENGA_STAT5A_TARGETS_UP,WIERENGA_STAT5A_TARGETS_UP,2/15,201/21728,0.008259774481116216,0.08259774481116215,0.045455453284813145,TRIB1/DUSP5,2
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP,BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP,2/15,204/21728,0.008498655159407195,0.08352126622176036,0.04596368852093183,DUSP5/LMO2,2
VERRECCHIA_RESPONSE_TO_TGFB1_C3,VERRECCHIA_RESPONSE_TO_TGFB1_C3,1/15,14/21728,0.009624565131313823,0.09144937891644987,0.05032671268162892,LAMA4,1
AMUNDSON_RESPONSE_TO_ARSENITE,AMUNDSON_RESPONSE_TO_ARSENITE,2/15,219/21728,0.009739448057900708,0.09144937891644987,0.05032671268162892,BCAT1/DLC1,2
FERRANDO_LYL1_NEIGHBORS,FERRANDO_LYL1_NEIGHBORS,1/15,16/21728,0.010992423863282252,0.09144937891644987,0.05032671268162892,LMO2,1
