ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-1474244,Extracellular matrix organization,21/31,300/10899,2.9571374734305593e-26,4.3174207112086164e-24,2.708115370404828e-24,COL5A2/ASPN/COL6A2/COL3A1/COL1A1/COL1A2/NID2/FN1/LUM/COL5A1/COL18A1/COL6A3/FBLN1/PCOLCE/BGN/SERPINE1/ADAM12/ADAMTS1/P4HA2/LAMB1/TGFB1,21
R-HSA-3000178,ECM proteoglycans,14/31,76/10899,4.3844441930988986e-23,3.200644260962196e-21,2.007613919997917e-21,COL5A2/ASPN/COL6A2/COL3A1/COL1A1/COL1A2/FN1/LUM/COL5A1/COL6A3/BGN/SERPINE1/LAMB1/TGFB1,14
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,10/31,67/10899,1.5329348805781135e-15,7.460283085480152e-14,4.679485424922663e-14,COL5A2/COL6A2/COL3A1/COL1A1/COL1A2/COL5A1/COL18A1/COL6A3/PCOLCE/P4HA2,10
R-HSA-216083,Integrin cell surface interactions,10/31,85/10899,1.8738261205093367e-14,6.839465339859079e-13,4.290075591692429e-13,COL5A2/COL6A2/COL3A1/COL1A1/COL1A2/FN1/LUM/COL5A1/COL18A1/COL6A3,10
R-HSA-1474290,Collagen formation,10/31,90/10899,3.395590340188127e-14,9.915123793349331e-13,6.21929178097615e-13,COL5A2/COL6A2/COL3A1/COL1A1/COL1A2/COL5A1/COL18A1/COL6A3/PCOLCE/P4HA2,10
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,9/31,61/10899,5.335034417116952e-14,1.298191708165125e-12,8.142947268231138e-13,COL5A2/COL6A2/COL3A1/COL1A1/COL1A2/COL5A1/COL18A1/COL6A3/PCOLCE,9
R-HSA-1474228,Degradation of the extracellular matrix,11/31,140/10899,7.180992657932237e-14,1.4977498972258665e-12,9.394682123911349e-13,COL5A2/COL6A2/COL3A1/COL1A1/COL1A2/FN1/COL5A1/COL18A1/COL6A3/ADAMTS1/LAMB1,11
R-HSA-8948216,Collagen chain trimerization,8/31,44/10899,2.652691353891006e-13,4.841161720851086e-12,3.036633523533126e-12,COL5A2/COL6A2/COL3A1/COL1A1/COL1A2/COL5A1/COL18A1/COL6A3,8
R-HSA-3000170,Syndecan interactions,7/31,27/10899,6.210166988041516e-13,1.0074270891711793e-11,6.319117286077333e-12,COL5A2/COL3A1/COL1A1/COL1A2/FN1/COL5A1/TGFB1,7
R-HSA-8874081,MET activates PTK2 signaling,7/31,30/10899,1.4154471340496392e-12,2.0665528157124733e-11,1.2962515859191432e-11,COL5A2/COL3A1/COL1A1/COL1A2/FN1/COL5A1/LAMB1,7
R-HSA-3000171,Non-integrin membrane-ECM interactions,8/31,59/10899,3.2264853869837643e-12,4.282426059087542e-11,2.6861648676324162e-11,COL5A2/COL3A1/COL1A1/COL1A2/FN1/COL5A1/LAMB1/TGFB1,8
R-HSA-1442490,Collagen degradation,8/31,64/10899,6.379790940594449e-12,7.762078977723246e-11,4.8687878230852375e-11,COL5A2/COL6A2/COL3A1/COL1A1/COL1A2/COL5A1/COL18A1/COL6A3,8
R-HSA-8875878,MET promotes cell motility,7/31,41/10899,1.5302405197600896e-11,1.7185778144997927e-10,1.0779832001548811e-10,COL5A2/COL3A1/COL1A1/COL1A2/FN1/COL5A1/LAMB1,7
R-HSA-6806834,Signaling by MET,7/31,79/10899,1.8331721676764637e-9,1.911736689148312e-8,1.1991426961492658e-8,COL5A2/COL3A1/COL1A1/COL1A2/FN1/COL5A1/LAMB1,7
R-HSA-419037,NCAM1 interactions,5/31,42/10899,1.0486369721040484e-7,1.020673319514607e-6,6.402204671793139e-7,COL5A2/COL6A2/COL3A1/COL5A1/COL6A3,5
R-HSA-186797,Signaling by PDGF,5/31,58/10899,5.471223231581582e-7,4.992491198818194e-6,3.131555402286827e-6,COL5A2/COL6A2/COL3A1/COL5A1/COL6A3,5
R-HSA-375165,NCAM signaling for neurite out-growth,5/31,63/10899,8.309491264339501e-7,7.136386615256277e-6,4.476320371501775e-6,COL5A2/COL6A2/COL3A1/COL5A1/COL6A3,5
R-HSA-2243919,Crosslinking of collagen fibrils,3/31,18/10899,1.651840740738068e-5,1.339826378598655e-4,8.404102014281399e-5,COL1A1/COL1A2/PCOLCE,3
R-HSA-3000480,Scavenging by Class A Receptors,3/31,19/10899,1.9577835136632374e-5,1.504402068393856e-4,9.436408071396216e-5,COL3A1/COL1A1/COL1A2,3
