ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-909733,Interferon alpha/beta signaling,5/12,72/10899,8.348717226936925e-9,8.849640260553141e-7,4.3940616983878556e-7,BST2/HLA-F/IFITM3/ISG20/IRF1,5
R-HSA-913531,Interferon Signaling,6/12,200/10899,2.9867230660469916e-8,1.5829632250049056e-6,7.859797542228926e-7,BST2/SP100/HLA-F/IFITM3/ISG20/IRF1,6
R-HSA-877300,Interferon gamma signaling,3/12,92/10899,1.2119041322318048e-4,0.004282061267219044,0.0021261476004066754,SP100/HLA-F/IRF1,3
R-HSA-1236977,Endosomal/Vacuolar pathway,1/12,11/10899,0.012050248069853886,0.08044455007112002,0.03994267630144987,HLA-F,1
R-HSA-1839122,Signaling by activated point mutants of FGFR1,1/12,11/10899,0.012050248069853886,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-1839130,Signaling by activated point mutants of FGFR3,1/12,12/10899,0.013139097906661346,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-190373,FGFR1c ligand binding and activation,1/12,12/10899,0.013139097906661346,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-2033514,FGFR3 mutant receptor activation,1/12,12/10899,0.013139097906661346,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-190239,FGFR3 ligand binding and activation,1/12,13/10899,0.014226847592076708,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-190372,FGFR3c ligand binding and activation,1/12,13/10899,0.014226847592076708,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-190375,FGFR2c ligand binding and activation,1/12,13/10899,0.014226847592076708,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-2168880,Scavenging of heme from plasma,1/12,13/10899,0.014226847592076708,0.08044455007112002,0.03994267630144987,HP,1
R-HSA-5654227,Phospholipase C-mediated cascade; FGFR3,1/12,13/10899,0.014226847592076708,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-190322,FGFR4 ligand binding and activation,1/12,14/10899,0.015313498136711678,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),1/12,15/10899,0.01639905055034141,0.08044455007112002,0.03994267630144987,PTGS1,1
R-HSA-5654228,Phospholipase C-mediated cascade; FGFR4,1/12,15/10899,0.01639905055034141,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-190242,FGFR1 ligand binding and activation,1/12,16/10899,0.0174835058419065,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654219,Phospholipase C-mediated cascade: FGFR1,1/12,16/10899,0.0174835058419065,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-2033519,Activated point mutants of FGFR2,1/12,17/10899,0.018566865019513767,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654221,Phospholipase C-mediated cascade; FGFR2,1/12,18/10899,0.019649129090434814,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654704,SHC-mediated cascade:FGFR3,1/12,18/10899,0.019649129090434814,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654710,PI-3K cascade:FGFR3,1/12,18/10899,0.019649129090434814,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-190241,FGFR2 ligand binding and activation,1/12,20/10899,0.021810375937145632,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654706,FRS-mediated FGFR3 signaling,1/12,20/10899,0.021810375937145632,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654719,SHC-mediated cascade:FGFR4,1/12,20/10899,0.021810375937145632,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654720,PI-3K cascade:FGFR4,1/12,20/10899,0.021810375937145632,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654688,SHC-mediated cascade:FGFR1,1/12,21/10899,0.02288936072331682,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654689,PI-3K cascade:FGFR1,1/12,21/10899,0.02288936072331682,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654712,FRS-mediated FGFR4 signaling,1/12,22/10899,0.02396725442356673,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5655332,Signaling by FGFR3 in disease,1/12,22/10899,0.02396725442356673,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654693,FRS-mediated FGFR1 signaling,1/12,23/10899,0.025044058041009065,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654695,PI-3K cascade:FGFR2,1/12,23/10899,0.025044058041009065,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654699,SHC-mediated cascade:FGFR2,1/12,23/10899,0.025044058041009065,0.08044455007112002,0.03994267630144987,FGF20,1
R-HSA-5654700,FRS-mediated FGFR2 signaling,1/12,25/10899,0.027194399035770478,0.08099210442118694,0.04021455035808687,FGF20,1
R-HSA-5654708,Downstream signaling of activated FGFR3,1/12,25/10899,0.027194399035770478,0.08099210442118694,0.04021455035808687,FGF20,1
R-HSA-5654716,Downstream signaling of activated FGFR4,1/12,27/10899,0.02934039171591507,0.08099210442118694,0.04021455035808687,FGF20,1
R-HSA-5620971,Pyroptosis,1/12,28/10899,0.030411759936978866,0.08099210442118694,0.04021455035808687,IRF1,1
R-HSA-5654732,Negative regulation of FGFR3 signaling,1/12,29/10899,0.031482044076502014,0.08099210442118694,0.04021455035808687,FGF20,1
R-HSA-5669034,TNFs bind their physiological receptors,1/12,29/10899,0.031482044076502014,0.08099210442118694,0.04021455035808687,TNFRSF11B,1
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",1/12,29/10899,0.031482044076502014,0.08099210442118694,0.04021455035808687,HLA-F,1
R-HSA-5654696,Downstream signaling of activated FGFR2,1/12,30/10899,0.032551245131799744,0.08099210442118694,0.04021455035808687,FGF20,1
R-HSA-1839124,FGFR1 mutant receptor activation,1/12,31/10899,0.033619364099360616,0.08099210442118694,0.04021455035808687,FGF20,1
R-HSA-5654687,Downstream signaling of activated FGFR1,1/12,31/10899,0.033619364099360616,0.08099210442118694,0.04021455035808687,FGF20,1
R-HSA-5654733,Negative regulation of FGFR4 signaling,1/12,31/10899,0.033619364099360616,0.08099210442118694,0.04021455035808687,FGF20,1
R-HSA-1839126,FGFR2 mutant receptor activation,1/12,33/10899,0.0357523597531042,0.08130473486214765,0.04036977897822624,FGF20,1
R-HSA-5654726,Negative regulation of FGFR1 signaling,1/12,33/10899,0.0357523597531042,0.08130473486214765,0.04036977897822624,FGF20,1
R-HSA-192105,Synthesis of bile acids and bile salts,1/12,34/10899,0.03681723842814233,0.08130473486214765,0.04036977897822624,CH25H,1
R-HSA-5654727,Negative regulation of FGFR2 signaling,1/12,34/10899,0.03681723842814233,0.08130473486214765,0.04036977897822624,FGF20,1
R-HSA-5655302,Signaling by FGFR1 in disease,1/12,38/10899,0.04106598194762312,0.0888366140091439,0.044109540223010876,FGF20,1
R-HSA-5654741,Signaling by FGFR3,1/12,40/10899,0.04318390487199997,0.08975478267513719,0.04456543330443753,FGF20,1
R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,1/12,40/10899,0.04318390487199997,0.08975478267513719,0.04456543330443753,BST2,1
R-HSA-5654743,Signaling by FGFR4,1/12,41/10899,0.04424125758786146,0.09018410200602528,0.04477860079743064,FGF20,1
R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,1/12,42/10899,0.0452975391230378,0.0905950782460756,0.04498266049954101,HP,1
R-HSA-5655253,Signaling by FGFR2 in disease,1/12,43/10899,0.046352750464156545,0.09098873239260359,0.045178119360776356,FGF20,1
R-HSA-109704,PI3K Cascade,1/12,44/10899,0.04740689259702591,0.09136601118699539,0.04536544746126881,FGF20,1
R-HSA-194068,Bile acid and bile salt metabolism,1/12,45/10899,0.04845996650663709,0.09172779374470591,0.04554508130323035,CH25H,1
R-HSA-6783783,Interleukin-10 signaling,1/12,47/10899,0.05056291359197074,0.09402927790787541,0.04668782418464519,CXCL10,1
R-HSA-112399,IRS-mediated signalling,1/12,48/10899,0.05161278873359443,0.09432682078898293,0.046835561464241775,FGF20,1
R-HSA-5654736,Signaling by FGFR1,1/12,50/10899,0.05370934712339526,0.09649475923864233,0.047911995649772755,FGF20,1
R-HSA-2428928,IRS-related events triggered by IGF1R,1/12,52/10899,0.05580165619062616,0.09740175744811612,0.04836234232776372,FGF20,1
R-HSA-2428924,IGF1R signaling cascade,1/12,53/10899,0.05684621967598713,0.09740175744811612,0.04836234232776372,FGF20,1
R-HSA-2404192,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),1/12,54/10899,0.05788972376633317,0.09740175744811612,0.04836234232776372,FGF20,1
R-HSA-74751,Insulin receptor signalling cascade,1/12,54/10899,0.05788972376633317,0.09740175744811612,0.04836234232776372,FGF20,1
R-HSA-5218859,Regulated Necrosis,1/12,57/10899,0.06101388943173425,0.10105425437130985,0.05017589591425514,IRF1,1
R-HSA-2142753,Arachidonic acid metabolism,1/12,59/10899,0.06309138745425202,0.10132859197198052,0.0503121112075375,PTGS1,1
