ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-6783589,Interleukin-6 family signaling,3/41,24/10899,9.46709424332469e-5,0.026034509169142895,0.022023450818681643,LIF/STAT3/SOCS3,3
R-HSA-877300,Interferon gamma signaling,4/41,92/10899,3.7917756230831424e-4,0.02919975901538607,0.02470104016229788,GBP2/SOCS3/CIITA/TRIM14,4
R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,4/41,108/10899,6.963940397076234e-4,0.02919975901538607,0.02470104016229788,LIF/STAT3/SOCS3/JUNB,4
R-HSA-8957275,Post-translational protein phosphorylation,4/41,108/10899,6.963940397076234e-4,0.02919975901538607,0.02470104016229788,P4HB/PDIA6/CSF1/MXRA8,4
R-HSA-6783783,Interleukin-10 signaling,3/41,47/10899,7.142480512645869e-4,0.02919975901538607,0.02470104016229788,LIF/STAT3/CSF1,3
R-HSA-1059683,Interleukin-6 signaling,2/41,11/10899,7.432665931189182e-4,0.02919975901538607,0.02470104016229788,STAT3/SOCS3,2
R-HSA-2586552,Signaling by Leptin,2/41,11/10899,7.432665931189182e-4,0.02919975901538607,0.02470104016229788,STAT3/SOCS3,2
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),4/41,125/10899,0.0012027060524178869,0.04134302055186486,0.034973425997941184,P4HB/PDIA6/CSF1/MXRA8,4
R-HSA-449147,Signaling by Interleukins,7/41,473/10899,0.0017289284102222169,0.0519581758878933,0.04395313634918438,LIF/STAT3/SOCS3/JUNB/P4HB/NFKB1/CSF1,7
R-HSA-3000480,Scavenging by Class A Receptors,2/41,19/10899,0.002267265856926253,0.0519581758878933,0.04395313634918438,COLEC12/MARCO,2
R-HSA-8963898,Plasma lipoprotein assembly,2/41,19/10899,0.002267265856926253,0.0519581758878933,0.04395313634918438,P4HB/BMP1,2
R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,2/41,19/10899,0.002267265856926253,0.0519581758878933,0.04395313634918438,STAT3/JUNB,2
R-HSA-9671555,Signaling by PDGFR in disease,2/41,20/10899,0.0025131972800698406,0.05316378861686201,0.04497300395914451,STAT3/ETV6,2
R-HSA-982772,Growth hormone receptor signaling,2/41,24/10899,0.00361618854763164,0.07103227504276435,0.060088546543352814,STAT3/SOCS3,2
R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,2/41,25/10899,0.003921309305412183,0.07189067059922336,0.060814691683936314,STAT3/SOCS3,2
R-HSA-1474244,Extracellular matrix organization,5/41,300/10899,0.00508508693235198,0.08739993164979966,0.07393448763485445,ACTN1/P4HB/BMP1/FBLN5/ADAM8,5
