ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-397014,Muscle contraction,3/11,205/10899,9.678906362405491e-4,0.10670421163306468,0.06502749739411144,ITPR2/VIM/KCNE4,3
R-HSA-9614085,FOXO-mediated transcription,2/11,65/10899,0.0018606026326156476,0.10670421163306468,0.06502749739411144,SREBF1/CDKN1A,2
R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,2/11,108/10899,0.005047581434179437,0.10670421163306468,0.06502749739411144,VIM/CDKN1A,2
R-HSA-5576891,Cardiac conduction,2/11,132/10899,0.007453860200189482,0.10670421163306468,0.06502749739411144,ITPR2/KCNE4,2
R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants,1/11,10/10899,0.01005108609123051,0.10670421163306468,0.06502749739411144,CDKN1A,1
R-HSA-2206281,Mucopolysaccharidoses,1/11,11/10899,0.011051126320177351,0.10670421163306468,0.06502749739411144,NAGLU,1
R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins,1/11,12/10899,0.012050248069853997,0.10670421163306468,0.06502749739411144,VIM,1
R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation,1/11,13/10899,0.013048452099543528,0.10670421163306468,0.06502749739411144,ITPR2,1
R-HSA-198323,AKT phosphorylates targets in the cytosol,1/11,14/10899,0.01404573916797125,0.10670421163306468,0.06502749739411144,CDKN1A,1
R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,1/11,14/10899,0.01404573916797125,0.10670421163306468,0.06502749739411144,CDKN1A,1
R-HSA-5576893,Phase 2 - plateau phase,1/11,15/10899,0.015042110033304468,0.10670421163306468,0.06502749739411144,KCNE4,1
R-HSA-139853,Elevation of cytosolic Ca2+ levels,1/11,16/10899,0.01603756545315327,0.10670421163306468,0.06502749739411144,ITPR2,1
R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,1/11,16/10899,0.01603756545315327,0.10670421163306468,0.06502749739411144,CDKN1A,1
R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,1/11,17/10899,0.01703210618457074,0.10670421163306468,0.06502749739411144,CDKN1A,1
