ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,2/6,108/10899,0.0014219222039440432,0.0787275919801431,0.04283227949244924,NFKBIA/EEA1,2
R-HSA-168898,Toll-like Receptor Cascades,2/6,168/10899,0.0034016028829873873,0.0787275919801431,0.04283227949244924,NFKBIA/EEA1,2
R-HSA-4755510,SUMOylation of immune response proteins,1/6,11/10899,0.006041725177539314,0.0787275919801431,0.04283227949244924,NFKBIA,1
R-HSA-2160916,Hyaluronan uptake and degradation,1/6,12/10899,0.0065894611849726115,0.0787275919801431,0.04283227949244924,CD44,1
R-HSA-209560,NF-kB is activated and signals survival,1/6,13/10899,0.007136945637336911,0.0787275919801431,0.04283227949244924,NFKBIA,1
R-HSA-3322077,Glycogen synthesis,1/6,14/10899,0.007684178627064386,0.0787275919801431,0.04283227949244924,GYS1,1
R-HSA-193639,p75NTR signals via NF-kB,1/6,16/10899,0.0087778905882131,0.0787275919801431,0.04283227949244924,NFKBIA,1
R-HSA-3229121,Glycogen storage diseases,1/6,16/10899,0.0087778905882131,0.0787275919801431,0.04283227949244924,GYS1,1
R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,1/6,17/10899,0.009324369744371008,0.0787275919801431,0.04283227949244924,NFKBIA,1
R-HSA-2142845,Hyaluronan metabolism,1/6,17/10899,0.009324369744371008,0.0787275919801431,0.04283227949244924,CD44,1
R-HSA-71387,Metabolism of carbohydrates,2/6,295/10899,0.010190853835352016,0.0787275919801431,0.04283227949244924,GYS1/CD44,2
R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,1/6,21/10899,0.011507776360316413,0.0787275919801431,0.04283227949244924,NFKBIA,1
R-HSA-933542,TRAF6 mediated NF-kB activation,1/6,25/10899,0.0136871713902611,0.0787275919801431,0.04283227949244924,NFKBIA,1
R-HSA-8982491,Glycogen metabolism,1/6,27/10899,0.014775366404042645,0.0787275919801431,0.04283227949244924,GYS1,1
R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,1/6,31/10899,0.01694875511278382,0.0787275919801431,0.04283227949244924,ELL,1
R-HSA-167243,Tat-mediated HIV elongation arrest and recovery,1/6,31/10899,0.01694875511278382,0.0787275919801431,0.04283227949244924,ELL,1
R-HSA-5260271,Diseases of Immune System,1/6,31/10899,0.01694875511278382,0.0787275919801431,0.04283227949244924,NFKBIA,1
R-HSA-5602358,Diseases associated with the TLR signaling cascade,1/6,31/10899,0.01694875511278382,0.0787275919801431,0.04283227949244924,NFKBIA,1
R-HSA-167287,HIV elongation arrest and recovery,1/6,33/10899,0.01803395027994803,0.0787275919801431,0.04283227949244924,ELL,1
R-HSA-167290,Pausing and recovery of HIV elongation,1/6,33/10899,0.01803395027994803,0.0787275919801431,0.04283227949244924,ELL,1
R-HSA-5663084,Diseases of carbohydrate metabolism,1/6,34/10899,0.018576173388573092,0.0787275919801431,0.04283227949244924,GYS1,1
R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,1/6,40/10899,0.02182427517893415,0.08083896031677511,0.0439809837323673,NFKBIA,1
R-HSA-167169,HIV Transcription Elongation,1/6,43/10899,0.023444963651231054,0.08083896031677511,0.0439809837323673,ELL,1
R-HSA-167200,Formation of HIV-1 elongation complex containing HIV-1 Tat,1/6,43/10899,0.023444963651231054,0.08083896031677511,0.0439809837323673,ELL,1
R-HSA-167246,Tat-mediated elongation of the HIV-1 transcript,1/6,43/10899,0.023444963651231054,0.08083896031677511,0.0439809837323673,ELL,1
R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,1/6,45/10899,0.024524178972504806,0.08083896031677511,0.0439809837323673,ELL,1
R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation  ,1/6,45/10899,0.024524178972504806,0.08083896031677511,0.0439809837323673,NFKBIA,1
R-HSA-1660499,Synthesis of PIPs at the plasma membrane,1/6,53/10899,0.02883110685298329,0.08786662222841694,0.04780443078068811,PLEKHA4,1
R-HSA-112382,Formation of RNA Pol II elongation complex ,1/6,58/10899,0.03151488075362485,0.08786662222841694,0.04780443078068811,ELL,1
R-HSA-75955,RNA Polymerase II Transcription Elongation,1/6,58/10899,0.03151488075362485,0.08786662222841694,0.04780443078068811,ELL,1
R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,1/6,62/10899,0.03365744739525922,0.08786662222841694,0.04780443078068811,ELL,1
R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA ,1/6,64/10899,0.03472724856387388,0.08786662222841694,0.04780443078068811,NFKBIA,1
R-HSA-1169091,Activation of NF-kappaB in B cells,1/6,67/10899,0.036330099677602146,0.08786662222841694,0.04780443078068811,NFKBIA,1
R-HSA-167172,Transcription of the HIV genome,1/6,70/10899,0.03793073221027632,0.08786662222841694,0.04780443078068811,ELL,1
R-HSA-6807505,RNA polymerase II transcribes snRNA genes,1/6,74/10899,0.040061462041408036,0.08786662222841694,0.04780443078068811,ELL,1
R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),1/6,79/10899,0.04271934288530255,0.08786662222841694,0.04780443078068811,ELL,1
R-HSA-674695,RNA Polymerase II Pre-transcription Events,1/6,81/10899,0.04378077666000624,0.08786662222841694,0.04780443078068811,ELL,1
R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,1/6,82/10899,0.044311125646883665,0.08786662222841694,0.04780443078068811,NFKBIA,1
