ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-71387,Metabolism of carbohydrates,5/30,295/10899,0.0011476344497933161,0.2036801760992852,0.16762196310563185,HK2/CD44/PFKFB3/PYGL/GYS1,5
R-HSA-8982491,Glycogen metabolism,2/30,27/10899,0.0024632642668274943,0.2036801760992852,0.16762196310563185,PYGL/GYS1,2
R-HSA-76002,"Platelet activation, signaling and aggregation",4/30,263/10899,0.005541969265686342,0.2036801760992852,0.16762196310563185,GNAI2/EGF/TGFB2/RHOB,4
R-HSA-194068,Bile acid and bile salt metabolism,2/30,45/10899,0.006737565152338411,0.2036801760992852,0.16762196310563185,ABCC3/ACOX2,2
R-HSA-418597,G alpha (z) signalling events,2/30,48/10899,0.00763761452988947,0.2036801760992852,0.16762196310563185,GNAI2/RGS19,2
R-HSA-8957322,Metabolism of steroids,3/30,154/10899,0.00849290313057599,0.2036801760992852,0.16762196310563185,ABCC3/SREBF1/ACOX2,3
R-HSA-9033241,Peroxisomal protein import,2/30,63/10899,0.012890520864076261,0.2036801760992852,0.16762196310563185,ACOX2/DDO,2
R-HSA-9614085,FOXO-mediated transcription,2/30,65/10899,0.013682205537174008,0.2036801760992852,0.16762196310563185,SREBF1/CDKN1A,2
R-HSA-70171,Glycolysis,2/30,71/10899,0.01618063584395105,0.2036801760992852,0.16762196310563185,HK2/PFKFB3,2
R-HSA-9009391,Extra-nuclear estrogen signaling,2/30,77/10899,0.018859235454500307,0.2036801760992852,0.16762196310563185,GNAI2/EGF,2
R-HSA-70326,Glucose metabolism,2/30,91/10899,0.0257755500011314,0.2036801760992852,0.16762196310563185,HK2/PFKFB3,2
R-HSA-877300,Interferon gamma signaling,2/30,92/10899,0.026303814142897543,0.2036801760992852,0.16762196310563185,CD44/GBP1,2
R-HSA-549127,Organic cation transport,1/30,10/10899,0.02719810134564271,0.2036801760992852,0.16762196310563185,SLC22A4,1
R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants,1/30,10/10899,0.02719810134564271,0.2036801760992852,0.16762196310563185,CDKN1A,1
R-HSA-1296071,Potassium Channels,2/30,103/10899,0.0324007327430971,0.2036801760992852,0.16762196310563185,KCNMB1/KCNJ8,2
R-HSA-1475029,Reversible hydration of carbon dioxide,1/30,12/10899,0.032551245131799744,0.2036801760992852,0.16762196310563185,CA3,1
R-HSA-2160916,Hyaluronan uptake and degradation,1/30,12/10899,0.032551245131799744,0.2036801760992852,0.16762196310563185,CD44,1
R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",1/30,12/10899,0.032551245131799744,0.2036801760992852,0.16762196310563185,PFKFB3,1
R-HSA-2219528,PI3K/AKT Signaling in Cancer,2/30,104/10899,0.03298032145064811,0.2036801760992852,0.16762196310563185,EGF/CDKN1A,2
R-HSA-179812,GRB2 events in EGFR signaling,1/30,13/10899,0.035217127619725286,0.2036801760992852,0.16762196310563185,EGF,1
R-HSA-8847993,ERBB2 Activates PTK6 Signaling,1/30,13/10899,0.035217127619725286,0.2036801760992852,0.16762196310563185,EGF,1
R-HSA-170670,Adenylate cyclase inhibitory pathway,1/30,14/10899,0.037875908271149505,0.2036801760992852,0.16762196310563185,GNAI2,1
R-HSA-180336,SHC1 events in EGFR signaling,1/30,14/10899,0.037875908271149505,0.2036801760992852,0.16762196310563185,EGF,1
R-HSA-198323,AKT phosphorylates targets in the cytosol,1/30,14/10899,0.037875908271149505,0.2036801760992852,0.16762196310563185,CDKN1A,1
R-HSA-3296469,Defects in cobalamin (B12) metabolism,1/30,14/10899,0.037875908271149505,0.2036801760992852,0.16762196310563185,TCN2,1
R-HSA-3322077,Glycogen synthesis,1/30,14/10899,0.037875908271149505,0.2036801760992852,0.16762196310563185,GYS1,1
R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,1/30,14/10899,0.037875908271149505,0.2036801760992852,0.16762196310563185,CDKN1A,1
R-HSA-549132,Organic cation/anion/zwitterion transport,1/30,15/10899,0.04052760535446309,0.2036801760992852,0.16762196310563185,SLC22A4,1
R-HSA-5576893,Phase 2 - plateau phase,1/30,15/10899,0.04052760535446309,0.2036801760992852,0.16762196310563185,KCNE4,1
R-HSA-5637810,Constitutive Signaling by EGFRvIII,1/30,15/10899,0.04052760535446309,0.2036801760992852,0.16762196310563185,EGF,1
R-HSA-5637812,Signaling by EGFRvIII in Cancer,1/30,15/10899,0.04052760535446309,0.2036801760992852,0.16762196310563185,EGF,1
R-HSA-6785631,ERBB2 Regulates Cell Motility,1/30,15/10899,0.04052760535446309,0.2036801760992852,0.16762196310563185,EGF,1
R-HSA-1963640,GRB2 events in ERBB2 signaling,1/30,16/10899,0.0431722370927361,0.2036801760992852,0.16762196310563185,EGF,1
R-HSA-1963642,PI3K events in ERBB2 signaling,1/30,16/10899,0.0431722370927361,0.2036801760992852,0.16762196310563185,EGF,1
R-HSA-3229121,Glycogen storage diseases,1/30,16/10899,0.0431722370927361,0.2036801760992852,0.16762196310563185,GYS1,1
R-HSA-418457,cGMP effects,1/30,16/10899,0.0431722370927361,0.2036801760992852,0.16762196310563185,KCNMB1,1
R-HSA-70221,Glycogen breakdown (glycogenolysis),1/30,16/10899,0.0431722370927361,0.2036801760992852,0.16762196310563185,PYGL,1
R-HSA-9665348,Signaling by ERBB2 ECD mutants,1/30,16/10899,0.0431722370927361,0.2036801760992852,0.16762196310563185,EGF,1
R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,1/30,16/10899,0.0431722370927361,0.2036801760992852,0.16762196310563185,CDKN1A,1
R-HSA-180292,GAB1 signalosome,1/30,17/10899,0.04580982166383063,0.2036801760992852,0.16762196310563185,EGF,1
R-HSA-2142845,Hyaluronan metabolism,1/30,17/10899,0.04580982166383063,0.2036801760992852,0.16762196310563185,CD44,1
R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,1/30,17/10899,0.04580982166383063,0.2036801760992852,0.16762196310563185,CDKN1A,1
R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,1/30,17/10899,0.04580982166383063,0.2036801760992852,0.16762196310563185,CDKN1A,1
R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",1/30,17/10899,0.04580982166383063,0.2036801760992852,0.16762196310563185,CDKN1A,1
R-HSA-9006931,Signaling by Nuclear Receptors,3/30,299/10899,0.04809467282293982,0.2036801760992852,0.16762196310563185,GNAI2/EGF/SREBF1,3
R-HSA-1368082,RORA activates gene expression,1/30,18/10899,0.048440377200504314,0.2036801760992852,0.16762196310563185,SREBF1,1
R-HSA-159418,Recycling of bile acids and salts,1/30,18/10899,0.048440377200504314,0.2036801760992852,0.16762196310563185,ABCC3,1
R-HSA-114608,Platelet degranulation ,2/30,129/10899,0.048741058655338725,0.2036801760992852,0.16762196310563185,EGF/TGFB2,2
