ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,11/54,184/10899,1.1987362637935783e-9,1.8936711379528322e-7,1.5921630885138015e-7,RPL37/RPL6/RPL12/RPS6/RPL30/DDX21/EXOSC7/RPL4/RPP30/RPS24/RPP38,11
R-HSA-72689,Formation of a pool of free 40S subunits,9/54,101/10899,1.3215465442825845e-9,1.8936711379528322e-7,1.5921630885138015e-7,RPL37/RPL6/RPL12/RPS6/EIF3H/RPL30/EIF3A/RPL4/RPS24,9
R-HSA-8868773,rRNA processing in the nucleus and cytosol,11/54,194/10899,2.1017574109812718e-9,1.8936711379528322e-7,1.5921630885138015e-7,RPL37/RPL6/RPL12/RPS6/RPL30/DDX21/EXOSC7/RPL4/RPP30/RPS24/RPP38,11
R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,9/54,111/10899,3.0802547515729876e-9,1.8936711379528322e-7,1.5921630885138015e-7,RPL37/RPL6/RPL12/RPS6/EIF3H/RPL30/EIF3A/RPL4/RPS24,9
R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,9/54,112/10899,3.3368902711379468e-9,1.8936711379528322e-7,1.5921630885138015e-7,RPL37/RPL6/RPL12/RPS6/EIF3H/RPL30/EIF3A/RPL4/RPS24,9
R-HSA-72312,rRNA processing,11/54,204/10899,3.572964411231759e-9,1.8936711379528322e-7,1.5921630885138015e-7,RPL37/RPL6/RPL12/RPS6/RPL30/DDX21/EXOSC7/RPL4/RPP30/RPS24/RPP38,11
R-HSA-72613,Eukaryotic Translation Initiation,9/54,119/10899,5.722161990199317e-9,2.2745593911042285e-7,1.9124067704087194e-7,RPL37/RPL6/RPL12/RPS6/EIF3H/RPL30/EIF3A/RPL4/RPS24,9
R-HSA-72737,Cap-dependent Translation Initiation,9/54,119/10899,5.722161990199317e-9,2.2745593911042285e-7,1.9124067704087194e-7,RPL37/RPL6/RPL12/RPS6/EIF3H/RPL30/EIF3A/RPL4/RPS24,9
R-HSA-156842,Eukaryotic Translation Elongation,8/54,93/10899,1.5618541970039163e-8,5.518551496080504e-7,4.6398943396373664e-7,RPL37/RPL6/RPL12/EEF1G/RPS6/RPL30/RPL4/RPS24,8
R-HSA-72766,Translation,11/54,291/10899,1.4030417810925422e-7,4.461672863874284e-6,3.7512906568158502e-6,RPL37/RPL6/RPL12/EEF1G/RPS6/EIF3H/RPL30/EIF3A/RPL4/MRPS16/RPS24,11
