ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-6798695,Neutrophil degranulation,62/230,482/10899,2.8694286280068653e-32,1.827826036040373e-29,1.3743052902559198e-29,SIGLEC9/ALDH3B1/ADA2/FGR/CTSZ/CD300A/TYROBP/SERPINA1/ITGB2/PLAUR/CD53/TNFRSF1B/PSAP/CD14/GLIPR1/NPC2/BIN2/LAIR1/RHOG/SLC2A5/PTPN6/PTPRC/CD93/ALOX5/C3/CTSS/CTSB/RNASET2/MVP/TLR2/GMFG/CYBB/OLR1/C3AR1/RAB27A/RAP1A/GRN/FCER1G/PYCARD/FCGR2A/MNDA/PRKCD/HPSE/CYBA/PTAFR/CD33/GM2A/DOCK2/CMTM6/ITGAM/LYZ/FPR1/DOK3/SLC11A1/GAA/CTSD/NCKAP1L/FUCA1/ATP8B4/AMPD3/STOM/C5AR1,62
R-HSA-449147,Signaling by Interleukins,40/230,473/10899,3.1005926718453044e-14,9.875387659827294e-12,7.425103503629545e-12,IL21R/SHC1/MAPKAPK3/IL13RA1/SYK/CSF3R/LYN/LGALS9/IL18/FN1/ITGB2/CSF2RB/CCR5/PIK3CD/TNFRSF1B/F13A1/CCL4/IL4R/CCR1/PTPN6/ALOX5/GRB2/LCP1/IL6R/HCK/TNF/BLNK/CD4/IL10RA/PTAFR/RPS6KA1/ITGAM/CD86/CSF1R/FPR1/MAPKAPK2/VAV1/IL16/PTPN18/STAT5A,40
R-HSA-9658195,Leishmania infection,24/230,164/10899,5.371105593240732e-14,1.1404647542981156e-11,8.574922964647486e-12,ARPC1B/SYK/ADCY7/FGR/LYN/IL18/NLRP3/GRB2/C3/CD163/BTK/HCK/RHBDF2/TXNIP/C3AR1/MYH9/PYCARD/FCGR2A/PLCG2/CYBA/WAS/NCKAP1L/VAV1/WIPF1,24
R-HSA-76002,"Platelet activation, signaling and aggregation",28/230,263/10899,1.3127278258007274e-12,2.0905190625876582e-10,1.571818844050871e-10,SHC1/SYK/LYN/FN1/SERPINA1/PSAP/GNA15/F13A1/LHFPL2/A2M/RHOG/PTPN6/THBS1/GRB2/SRGN/LCP2/PIK3R5/RAP1A/FCER1G/PLCG2/PRKCD/PLEK/CYRIB/VAV1/ARRB2/APBB1IP/PIK3CG/IGF1,28
R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,15/230,86/10899,2.6811070862702895e-10,3.415730427908349e-8,2.5682183668483828e-8,ARPC1B/SYK/FGR/LYN/GRB2/BTK/HCK/MYH9/FCGR2A/PLCG2/PRKCD/WAS/NCKAP1L/VAV1/WIPF1,15
R-HSA-9006335,Signaling by Erythropoietin,9/230,25/10899,1.081322406350577e-9,1.148003954742196e-7,8.631608682272151e-8,SHC1/LYN/PIK3CD/GRB2/PIK3R5/PLCG2/VAV1/PIK3CG/STAT5A,9
R-HSA-114604,GPVI-mediated activation cascade,10/230,35/10899,1.666384477788481e-9,1.5164098747875176e-7,1.1401578005921187e-7,SYK/LYN/RHOG/PTPN6/LCP2/PIK3R5/FCER1G/PLCG2/VAV1/PIK3CG,10
R-HSA-9664407,Parasite infection,12/230,59/10899,2.731836226384054e-9,1.7401796762066424e-7,1.3084057715839418e-7,ARPC1B/SYK/FGR/LYN/GRB2/BTK/HCK/MYH9/WAS/NCKAP1L/VAV1/WIPF1,12
R-HSA-9664417,Leishmania phagocytosis,12/230,59/10899,2.731836226384054e-9,1.7401796762066424e-7,1.3084057715839418e-7,ARPC1B/SYK/FGR/LYN/GRB2/BTK/HCK/MYH9/WAS/NCKAP1L/VAV1/WIPF1,12
R-HSA-9664422,FCGR3A-mediated phagocytosis,12/230,59/10899,2.731836226384054e-9,1.7401796762066424e-7,1.3084057715839418e-7,ARPC1B/SYK/FGR/LYN/GRB2/BTK/HCK/MYH9/WAS/NCKAP1L/VAV1/WIPF1,12
