ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-5620971,Pyroptosis,2/7,28/10899,1.3260250557602302e-4,0.007823547828985358,0.0037687027900553914,CASP5/IL1A,2
R-HSA-6783783,Interleukin-10 signaling,2/7,47/10899,3.770148231138432e-4,0.00876956164973556,0.004224409715305266,CXCL2/IL1A,2
R-HSA-5218859,Regulated Necrosis,2/7,57/10899,5.549258155580078e-4,0.00876956164973556,0.004224409715305266,CASP5/IL1A,2
R-HSA-380108,Chemokine receptors bind chemokines,2/7,59/10899,5.945465525244448e-4,0.00876956164973556,0.004224409715305266,CXCL2/CXCL3,2
R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,2/7,108/10899,0.001977820214280338,0.02333827852850799,0.01124234648117245,SOCS1/IL1A,2
R-HSA-449147,Signaling by Interleukins,3/7,473/10899,0.002494085505338585,0.024525174135829417,0.01181408923581435,CXCL2/SOCS1/IL1A,3
R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,2/7,146/10899,0.00358122907065605,0.030184645024100995,0.01454032855755088,SOCS1/IKBKE,2
R-HSA-168898,Toll-like Receptor Cascades,2/7,168/10899,0.004714115842008045,0.03476660433480933,0.016747516807133846,SOCS1/IKBKE,2
R-HSA-375276,Peptide ligand-binding receptors,2/7,201/10899,0.006686392233243282,0.037737250067425746,0.018178514751480735,CXCL2/CXCL3,2
R-HSA-4755510,SUMOylation of immune response proteins,1/7,11/10899,0.007045446927566257,0.037737250067425746,0.018178514751480735,IKBKE,1
R-HSA-5357801,Programmed Cell Death,2/7,210/10899,0.007279947724020432,0.037737250067425746,0.018178514751480735,CASP5/IL1A,2
R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7,1/7,12/10899,0.0076838269671976045,0.037737250067425746,0.018178514751480735,IKBKE,1
R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors,1/7,14/10899,0.008959531743673366,0.037737250067425746,0.018178514751480735,PPP1R13L,1
R-HSA-877312,Regulation of IFNG signaling,1/7,14/10899,0.008959531743673366,0.037737250067425746,0.018178514751480735,SOCS1,1
R-HSA-918233,TRAF3-dependent IRF activation pathway,1/7,15/10899,0.009596856803645193,0.037737250067425746,0.018178514751480735,IKBKE,1
R-HSA-1433559,Regulation of KIT signaling,1/7,16/10899,0.010233830526759524,0.037737250067425746,0.018178514751480735,SOCS1,1
