ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-381038,XBP1(S) activates chaperone genes,5/48,50/10899,2.443116327530678e-6,5.969210868491012e-4,4.7007829388300395e-4,DNAJC3/LMNA/EDEM1/TPP1/TLN1,5
R-HSA-381070,IRE1alpha activates chaperones,5/48,52/10899,2.977162527925692e-6,5.969210868491012e-4,4.7007829388300395e-4,DNAJC3/LMNA/EDEM1/TPP1/TLN1,5
R-HSA-186797,Signaling by PDGF,5/48,58/10899,5.146256374365017e-6,6.878829353734572e-4,5.417111973015807e-4,COL6A1/COL3A1/FURIN/STAT6/PIK3CA,5
R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,10/48,433/10899,1.4870357415931983e-5,0.0014514058200822341,0.0011429892269974283,SQSTM1/HHAT/PIM1/LMNA/VCL/FN1/PIK3CA/HGF/DKK1/TLN1,10
R-HSA-209560,NF-kB is activated and signals survival,3/48,13/10899,2.2230933813452446e-5,0.0014514058200822341,0.0011429892269974283,SQSTM1/NFKB1/IRAK1,3
R-HSA-1474228,Degradation of the extracellular matrix,6/48,140/10899,3.1771273555895734e-5,0.0014514058200822341,0.0011429892269974283,COL6A1/COL3A1/FURIN/FN1/FBN1/COL15A1,6
R-HSA-449147,Signaling by Interleukins,10/48,473/10899,3.1870192064498906e-5,0.0014514058200822341,0.0011429892269974283,CTF1/SQSTM1/PIM1/STAT6/NFKB1/FN1/PIK3CA/HGF/IRAK1/IL2RB,10
R-HSA-216083,Integrin cell surface interactions,5/48,85/10899,3.3708036655495564e-5,0.0014514058200822341,0.0011429892269974283,COL6A1/COL3A1/FN1/FBN1/ITGB5,5
R-HSA-1566948,Elastic fibre formation,4/48,44/10899,3.9499803601877874e-5,0.0014514058200822341,0.0011429892269974283,FURIN/FN1/FBN1/ITGB5,4
R-HSA-193639,p75NTR signals via NF-kB,3/48,16/10899,4.312645913620694e-5,0.0014514058200822341,0.0011429892269974283,SQSTM1/NFKB1/IRAK1,3
R-HSA-445355,Smooth Muscle Contraction,4/48,45/10899,4.321371829466678e-5,0.0014514058200822341,0.0011429892269974283,PXN/VCL/ITGB5/TLN1,4
R-HSA-1474244,Extracellular matrix organization,8/48,300/10899,4.3433590625902274e-5,0.0014514058200822341,0.0011429892269974283,COL6A1/COL3A1/FURIN/FN1/FBN1/ITGB5/COL15A1/PLOD2,8
R-HSA-381119,Unfolded Protein Response (UPR),5/48,94/10899,5.476260141531838e-5,0.0016892156282725132,0.001330265621424738,DNAJC3/LMNA/EDEM1/TPP1/TLN1,5
R-HSA-9700206,Signaling by ALK in cancer,4/48,55/10899,9.577668266552292e-5,0.002560429983258313,0.002016351214011009,SQSTM1/VCL/FN1/PIK3CA,4
R-HSA-9725370,Signaling by ALK fusions and activated point mutants,4/48,55/10899,9.577668266552292e-5,0.002560429983258313,0.002016351214011009,SQSTM1/VCL/FN1/PIK3CA,4
R-HSA-8957275,Post-translational protein phosphorylation,5/48,108/10899,1.0620469832145467e-4,0.002661755251681458,0.002096145361607658,CCN1/DNAJC3/FN1/FBN1/TGOLN2,5
R-HSA-1442490,Collagen degradation,4/48,64/10899,1.7332489296839702e-4,0.004088428357666306,0.0032196574545213068,COL6A1/COL3A1/FURIN/COL15A1,4
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,4/48,67/10899,2.070765408219502e-4,0.004157408042639989,0.0032739792959495914,COL6A1/COL3A1/COL15A1/PLOD2,4
R-HSA-6802952,Signaling by BRAF and RAF1 fusions,4/48,67/10899,2.070765408219502e-4,0.004157408042639989,0.0032739792959495914,LMNA/VCL/FN1/TLN1,4
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),5/48,125/10899,2.1131046549622664e-4,0.004157408042639989,0.0032739792959495914,CCN1/DNAJC3/FN1/FBN1/TGOLN2,5
R-HSA-3000170,Syndecan interactions,3/48,27/10899,2.1771962318064783e-4,0.004157408042639989,0.0032739792959495914,COL3A1/FN1/ITGB5,3
R-HSA-114608,Platelet degranulation ,5/48,129/10899,2.44745245847956e-4,0.004461038344774107,0.003513089653319943,VCL/FN1/FLNA/HGF/TLN1,5
R-HSA-76005,Response to elevated platelet cytosolic Ca2+,5/48,134/10899,2.920386556863853e-4,0.005002680416880475,0.003939635451014944,VCL/FN1/FLNA/HGF/TLN1,5
R-HSA-8874081,MET activates PTK2 signaling,3/48,30/10899,2.994122942771357e-4,0.005002680416880475,0.003939635451014944,COL3A1/FN1/HGF,3
R-HSA-3000178,ECM proteoglycans,4/48,76/10899,3.3670783237054776e-4,0.005400793631223586,0.004253151566785867,COL6A1/COL3A1/FN1/ITGB5,4
R-HSA-6806834,Signaling by MET,4/48,79/10899,3.9052889574192005e-4,0.006023157199711921,0.004743265940185263,COL3A1/FN1/PIK3CA/HGF,4
R-HSA-73887,Death Receptor Signalling,5/48,146/10899,4.337936468630243e-4,0.006442638977484176,0.0050736099048306945,SQSTM1/TRAF1/NFKB1/AKAP13/IRAK1,5
R-HSA-6802957,Oncogenic MAPK signaling,4/48,84/10899,4.935043509962298e-4,0.007067687312481719,0.005565838545070261,LMNA/VCL/FN1/TLN1,4
R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,3/48,36/10899,5.168811226755107e-4,0.007147218282513096,0.00562846957541391,VCL/FN1/TLN1,3
R-HSA-2129379,Molecules associated with elastic fibres,3/48,37/10899,5.607538760681619e-4,0.007495410143444431,0.005902672379664862,FN1/FBN1/ITGB5,3
R-HSA-1474290,Collagen formation,4/48,90/10899,6.410346482631959e-4,0.00829209335334005,0.006530064328657344,COL6A1/COL3A1/COL15A1/PLOD2,4
R-HSA-5674135,MAP2K and MAPK activation,3/48,40/10899,7.064570571973655e-4,0.008852789998004486,0.0069716156960266335,VCL/FN1/TLN1,3
R-HSA-8875878,MET promotes cell motility,3/48,41/10899,7.598810165154542e-4,0.009233705685536277,0.007271588674789036,COL3A1/FN1/HGF,3
R-HSA-193704,p75 NTR receptor-mediated signalling,4/48,97/10899,8.498854424981995e-4,0.010016933215109389,0.007888384209299952,SQSTM1/NFKB1/AKAP13/IRAK1,4
R-HSA-9656223,Signaling by RAF1 mutants,3/48,43/10899,8.742959165307447e-4,0.010016933215109389,0.007888384209299952,VCL/FN1/TLN1,3
R-HSA-8948216,Collagen chain trimerization,3/48,44/10899,9.353785589401709e-4,0.010419077837083571,0.008205075078422552,COL6A1/COL3A1/COL15A1,3
R-HSA-76002,"Platelet activation, signaling and aggregation",6/48,263/10899,9.777109367378283e-4,0.010596272584645112,0.008344616814263114,VCL/FN1/PIK3CA/FLNA/HGF/TLN1,6
R-HSA-2173789,TGF-beta receptor signaling activates SMADs,3/48,46/10899,0.0010655181890273906,0.010833326910765176,0.008531298262841719,FURIN/FBN1/ITGB5,3
R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,3/48,47/10899,0.0011346626689579485,0.010833326910765176,0.008531298262841719,VCL/FN1/TLN1,3
R-HSA-6802949,Signaling by RAS mutants,3/48,47/10899,0.0011346626689579485,0.010833326910765176,0.008531298262841719,VCL/FN1/TLN1,3
R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,3/48,47/10899,0.0011346626689579485,0.010833326910765176,0.008531298262841719,VCL/FN1/TLN1,3
R-HSA-9649948,Signaling downstream of RAS mutants,3/48,47/10899,0.0011346626689579485,0.010833326910765176,0.008531298262841719,VCL/FN1/TLN1,3
R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,4/48,108/10899,0.0012688443777865753,0.01183271152307946,0.009318318563916097,PIM1/STAT6/FN1/HGF,4
R-HSA-5673001,RAF/MAP kinase cascade,6/48,280/10899,0.0013504902936837906,0.012307877449254545,0.009692514069500889,VCL/FN1/PIK3CA/HGF/IL2RB/TLN1,6
R-HSA-209543,p75NTR recruits signalling complexes,2/48,13/10899,0.0014363366632857103,0.012799355599501553,0.010079555531829546,SQSTM1/IRAK1,2
R-HSA-5684996,MAPK1/MAPK3 signaling,6/48,286/10899,0.0015052296094661874,0.013121675508607416,0.010333384046678632,VCL/FN1/PIK3CA/HGF/IL2RB/TLN1,6
R-HSA-399955,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,2/48,14/10899,0.0016710250414392921,0.014257043438662896,0.01122749187977128,PLXNA1/TLN1,2
