ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
R-HSA-909733,Interferon alpha/beta signaling,4/21,72/10899,9.624492718829166e-6,0.0015399188350126666,0.0010029734517516711,IFIT2/IFITM1/OASL/BST2,4
R-HSA-913531,Interferon Signaling,5/21,200/10899,3.170536900292787e-5,0.0025364295202342296,0.0016520165954157155,IFIT2/HERC5/IFITM1/OASL/BST2,5
R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,2/21,35/10899,0.002024811455696576,0.10556100620064723,0.06875355009121104,HERC5/IFIH1,2
R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,2/21,40/10899,0.002639025155016181,0.10556100620064723,0.06875355009121104,IFIH1/BST2,2
R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,2/21,80/10899,0.010207582857841234,0.12409201777061714,0.08082309052165196,HERC5/OASL,2
R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,2/21,82/10899,0.010702883010816238,0.12409201777061714,0.08082309052165196,HERC5/IFIH1,2
R-HSA-9692914,SARS-CoV-1-host interactions,2/21,95/10899,0.014175288401363938,0.12409201777061714,0.08082309052165196,IFIH1/BST2,2
R-HSA-1839122,Signaling by activated point mutants of FGFR1,1/21,11/10899,0.021001137347517407,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-9014325,"TICAM1,TRAF6-dependent induction of TAK1 complex",1/21,11/10899,0.021001137347517407,0.12409201777061714,0.08082309052165196,TLR3,1
R-HSA-1839130,Signaling by activated point mutants of FGFR3,1/21,12/10899,0.022889360723316488,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-190373,FGFR1c ligand binding and activation,1/21,12/10899,0.022889360723316488,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-2033514,FGFR3 mutant receptor activation,1/21,12/10899,0.022889360723316488,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-8851680,Butyrophilin (BTN) family interactions,1/21,12/10899,0.022889360723316488,0.12409201777061714,0.08082309052165196,BTN3A3,1
R-HSA-9013973,TICAM1-dependent activation of IRF3/IRF7,1/21,12/10899,0.022889360723316488,0.12409201777061714,0.08082309052165196,TLR3,1
R-HSA-1679131,Trafficking and processing of endosomal TLR,1/21,13/10899,0.02477411533200624,0.12409201777061714,0.08082309052165196,TLR3,1
R-HSA-174430,Telomere C-strand synthesis initiation,1/21,13/10899,0.02477411533200624,0.12409201777061714,0.08082309052165196,TINF2,1
R-HSA-190239,FGFR3 ligand binding and activation,1/21,13/10899,0.02477411533200624,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-190372,FGFR3c ligand binding and activation,1/21,13/10899,0.02477411533200624,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-190375,FGFR2c ligand binding and activation,1/21,13/10899,0.02477411533200624,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-2168880,Scavenging of heme from plasma,1/21,13/10899,0.02477411533200624,0.12409201777061714,0.08082309052165196,HP,1
R-HSA-5654227,Phospholipase C-mediated cascade; FGFR3,1/21,13/10899,0.02477411533200624,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-933543,NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,1/21,13/10899,0.02477411533200624,0.12409201777061714,0.08082309052165196,IFIH1,1
R-HSA-190322,FGFR4 ligand binding and activation,1/21,14/10899,0.0266554072278391,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-1170546,Prolactin receptor signaling,1/21,15/10899,0.028533242455051733,0.12409201777061714,0.08082309052165196,GHR,1
R-HSA-2162123,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),1/21,15/10899,0.028533242455051733,0.12409201777061714,0.08082309052165196,PTGS1,1
R-HSA-5654228,Phospholipase C-mediated cascade; FGFR4,1/21,15/10899,0.028533242455051733,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-918233,TRAF3-dependent IRF activation pathway,1/21,15/10899,0.028533242455051733,0.12409201777061714,0.08082309052165196,IFIH1,1
R-HSA-9678108,SARS-CoV-1 Infection,2/21,141/10899,0.0297173004469192,0.12409201777061714,0.08082309052165196,IFIH1/BST2,2
R-HSA-190242,FGFR1 ligand binding and activation,1/21,16/10899,0.03040762704788902,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-391160,Signal regulatory protein family interactions,1/21,16/10899,0.03040762704788902,0.12409201777061714,0.08082309052165196,SKAP2,1
R-HSA-5654219,Phospholipase C-mediated cascade: FGFR1,1/21,16/10899,0.03040762704788902,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-174437,Removal of the Flap Intermediate from the C-strand,1/21,17/10899,0.03227856703061416,0.12409201777061714,0.08082309052165196,TINF2,1
R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,1/21,17/10899,0.03227856703061416,0.12409201777061714,0.08082309052165196,TLR3,1
R-HSA-2033519,Activated point mutants of FGFR2,1/21,17/10899,0.03227856703061416,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-5654221,Phospholipase C-mediated cascade; FGFR2,1/21,18/10899,0.034146068417524655,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-5654704,SHC-mediated cascade:FGFR3,1/21,18/10899,0.034146068417524655,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-5654710,PI-3K cascade:FGFR3,1/21,18/10899,0.034146068417524655,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,1/21,18/10899,0.034146068417524655,0.12409201777061714,0.08082309052165196,MAP3K14,1
R-HSA-174414,Processive synthesis on the C-strand of the telomere,1/21,19/10899,0.036010137212969195,0.12409201777061714,0.08082309052165196,TINF2,1
R-HSA-416700,Other semaphorin interactions,1/21,19/10899,0.036010137212969195,0.12409201777061714,0.08082309052165196,PLXNC1,1
R-HSA-8963889,Assembly of active LPL and LIPC lipase complexes,1/21,19/10899,0.036010137212969195,0.12409201777061714,0.08082309052165196,LIPC,1
R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment",1/21,20/10899,0.03787077941136341,0.12409201777061714,0.08082309052165196,TLR3,1
R-HSA-190241,FGFR2 ligand binding and activation,1/21,20/10899,0.03787077941136341,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-5654706,FRS-mediated FGFR3 signaling,1/21,20/10899,0.03787077941136341,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-5654719,SHC-mediated cascade:FGFR4,1/21,20/10899,0.03787077941136341,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-5654720,PI-3K cascade:FGFR4,1/21,20/10899,0.03787077941136341,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,1/21,21/10899,0.03972800099720397,0.12409201777061714,0.08082309052165196,TLR3,1
R-HSA-5654688,SHC-mediated cascade:FGFR1,1/21,21/10899,0.03972800099720397,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-5654689,PI-3K cascade:FGFR1,1/21,21/10899,0.03972800099720397,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-389357,CD28 dependent PI3K/Akt signaling,1/21,22/10899,0.04158180794508548,0.12409201777061714,0.08082309052165196,MAP3K14,1
R-HSA-5654712,FRS-mediated FGFR4 signaling,1/21,22/10899,0.04158180794508548,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-5655332,Signaling by FGFR3 in disease,1/21,22/10899,0.04158180794508548,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-171319,Telomere Extension By Telomerase,1/21,23/10899,0.043432206219715996,0.12409201777061714,0.08082309052165196,TINF2,1
R-HSA-5654693,FRS-mediated FGFR1 signaling,1/21,23/10899,0.043432206219715996,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-5654695,PI-3K cascade:FGFR2,1/21,23/10899,0.043432206219715996,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-5654699,SHC-mediated cascade:FGFR2,1/21,23/10899,0.043432206219715996,0.12409201777061714,0.08082309052165196,FGF20,1
R-HSA-982772,Growth hormone receptor signaling,1/21,24/10899,0.04527920177592992,0.12566080148988706,0.08184486412828174,GHR,1
R-HSA-5654700,FRS-mediated FGFR2 signaling,1/21,25/10899,0.047122800558707656,0.12566080148988706,0.08184486412828174,FGF20,1
R-HSA-5654708,Downstream signaling of activated FGFR3,1/21,25/10899,0.047122800558707656,0.12566080148988706,0.08184486412828174,FGF20,1
R-HSA-933542,TRAF6 mediated NF-kB activation,1/21,25/10899,0.047122800558707656,0.12566080148988706,0.08184486412828174,IFIH1,1
R-HSA-174411,Polymerase switching on the C-strand of the telomere,1/21,26/10899,0.04896300850318691,0.12842756328704763,0.08364689977248498,TINF2,1
R-HSA-5654716,Downstream signaling of activated FGFR4,1/21,27/10899,0.05079983153468093,0.13109633944433788,0.08538511582229902,FGF20,1
R-HSA-5654732,Negative regulation of FGFR3 signaling,1/21,29/10899,0.05446334651092899,0.13207960698508506,0.08602553349686462,FGF20,1
R-HSA-5654696,Downstream signaling of activated FGFR2,1/21,30/10899,0.056290050257319924,0.13207960698508506,0.08602553349686462,FGF20,1
R-HSA-933541,TRAF6 mediated IRF7 activation,1/21,30/10899,0.056290050257319924,0.13207960698508506,0.08602553349686462,IFIH1,1
R-HSA-1839124,FGFR1 mutant receptor activation,1/21,31/10899,0.05811339269402982,0.13207960698508506,0.08602553349686462,FGF20,1
R-HSA-5260271,Diseases of Immune System,1/21,31/10899,0.05811339269402982,0.13207960698508506,0.08602553349686462,TLR3,1
R-HSA-5602358,Diseases associated with the TLR signaling cascade,1/21,31/10899,0.05811339269402982,0.13207960698508506,0.08602553349686462,TLR3,1
R-HSA-5654687,Downstream signaling of activated FGFR1,1/21,31/10899,0.05811339269402982,0.13207960698508506,0.08602553349686462,FGF20,1
