,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,prerank,TNF-alpha Signaling via NF-kB,0.7036704533842588,3.6057591341435504,0.0,0.0,0.0,125/184,17.02%,PTX3;CLCF1;VEGFA;LIF;GADD45B;FOSL2;ABCA1;TNC;JUN;CEBPD;CEBPB;BCL6;CD44;SOCS3;CCL20;RCAN1;NFKBIA;CSF1;PLAUR;TNFAIP3;SERPINE1;ICAM1;SOD2;SLC2A3;B4GALT5;NFKB1;MCL1;ATF3;BIRC3;ZFP36;F3;SPSB1;KLF6;CFLAR;PLAU;TLR2;MAFF;CCL2;PTGS2;PFKFB3;DUSP1;CXCL2;IER3;TNFAIP2;NFE2L2;TRIP10;TIPARP;SAT1;IL1B;JUNB;NFAT5;CXCL6;CCNL1;RELB;CXCL3;GFPT2;IL6ST;KYNU;MYC;HBEGF;TNFAIP6;FJX1;FOSL1;DUSP4;IRF1;PTPRE;GADD45A;CXCL1;BCL2A1;BTG1;PPP1R15A;G0S2;DUSP5;SLC16A6;ZC3H12A;TRIB1;MAP2K3;JAG1;BCL3;KLF10;SERPINB8;ETS2;IL6;EGR1;IRS2;IL7R;FOS;SQSTM1;IL1A;REL;MAP3K8;NR4A3;NFIL3;FUT4;PTGER4;IFNGR2;BIRC2;IL15RA;SDC4;RELA;TANK;EGR2;EGR3;ATP2B1;SERPINB2;PLEK;CDKN1A;TNIP1;CD83;PDE4B;INHBA;IL23A;CD80;OLR1;PHLDA1;BMP2;GEM;LITAF;RIPK2;TNFAIP8;LDLR;STAT5A;NFKB2;TGIF1;LAMB3
1,prerank,Epithelial Mesenchymal Transition,0.6534596927803862,3.3260552311331115,0.0,0.0,0.0,115/186,18.82%,LOX;PTX3;VEGFA;GADD45B;TNC;JUN;ADAM12;ITGA5;CD44;GLIPR1;TPM4;FN1;PLAUR;TNFAIP3;SERPINE1;LOXL2;COL5A2;FAS;COL4A1;CALD1;IGFBP3;PCOLCE2;TIMP1;LRP1;CDH11;COL5A1;MMP14;TGFBI;WIPF1;SPP1;PLOD2;LAMC1;SAT1;PMP22;EMP3;CXCL6;VIM;DST;PRRX1;COL8A2;FLNA;ITGB3;TNFRSF12A;THBS1;MMP1;FBLN5;POSTN;ECM1;COL6A3;COL4A2;GADD45A;CALU;CXCL1;EFEMP2;SERPINH1;COL1A1;ANPEP;GPC1;LOXL1;IL6;LAMA2;PLOD1;COL1A2;PLOD3;COL3A1;SCG2;ITGAV;FBN1;TGFB1;ITGB1;DAB2;TGM2;NNMT;NOTCH2;SNAI2;FSTL1;VCAM1;PVR;ACTA2;SDC4;IL32;CDH2;COL5A3;NT5E;COL6A2;TAGLN;CDH6;MYL9;VCAN;FSTL3;SFRP4;ECM2;FMOD;LGALS1;INHBA;CD59;QSOX1;GEM;MGP;SGCB;COL16A1;LUM;NID2;SDC1;ENO2;OXTR;BGN;IGFBP2;LRRC15;MXRA5;BMP1;FGF2;THBS2;FUCA1;TFPI2
2,prerank,IL-6/JAK/STAT3 Signaling,0.7114832746149616,3.217732065559115,0.0,0.0,0.0,49/80,12.37%,STAT3;JUN;PLA2G2A;HMOX1;CD44;SOCS3;CSF1;FAS;TLR2;CCR1;IL1R1;TNFRSF1A;TNFRSF1B;IL1B;PTPN1;CXCL3;IL6ST;CCL7;OSMR;CD14;TNFRSF21;IL4R;ITGB3;TNFRSF12A;MYD88;IRF1;IL13RA1;ITGA4;CXCL1;IL1R2;CSF2RB;SOCS1;IL6;PTPN11;ACVR1B;IL2RA;A2M;PDGFC;TGFB1;PIM1;MAP3K8;IL17RA;IFNGR2;PTPN2;IL15RA;TYK2;STAT1;CSF3R;GRB2
3,prerank,Inflammatory Response,0.6041171839835837,3.0970095752973203,0.0,0.0,0.0,88/180,17.14%,PDPN;LIF;ABCA1;CLEC5A;ITGA5;CCL20;C5AR1;NFKBIA;CSF1;PLAUR;HRH1;SERPINE1;ICAM1;MSR1;NFKB1;F3;KLF6;NOD2;ADM;TIMP1;TLR2;CCL2;STAB1;IL1R1;AQP9;MMP14;CHST2;TNFRSF1B;IL1B;FPR1;FZD5;EMP3;LYN;CXCL6;CCL7;LCP2;TAPBP;TLR1;OSMR;CD14;HAS2;MYC;IL4R;RGS1;ITGB3;HBEGF;TNFAIP6;GNA15;IRF1;PTPRE;IL10RA;CYBB;PTAFR;RGS16;IL6;HIF1A;MARCO;ACVR1B;IL7R;MET;IL1A;BDKRB1;DCBLD2;NMI;PVR;PTGER4;IFNGR2;IL15RA;RELA;C3AR1;NLRP3;ATP2B1;CDKN1A;CSF3R;RHOG;TLR3;PDE4B;P2RX4;INHBA;SLC11A2;OLR1;CSF3;RIPK2;LDLR;AXL;CD55;BST2;ITGB8
4,prerank,E2F Targets,-0.6028287592840772,-3.068802031024347,0.0,0.0,0.0,92/160,18.67%,STMN1;SUV39H1;KIF22;POLA2;BIRC5;SPC25;DUT;CDC20;CDCA8;MXD3;AURKB;MAD2L1;CENPM;TOP2A;MCM2;HMGB3;CDC25A;RACGAP1;POP7;KIF2C;CKS2;RNASEH2A;RANBP1;CCNB2;PTTG1;CDCA3;MYBL2;BUB1B;TRIP13;KIF4A;CDK4;ASF1B;MELK;PCNA;MCM6;HMMR;MSH2;AURKA;CDKN3;PLK1;EZH2;MCM7;DEPDC1;NCAPD2;CDKN1B;CKS1B;HMGB2;CENPE;RAD51C;RAD51AP1;SPAG5;TMPO;CDKN2C;PRPS1;RPA2;PLK4;GINS3;DCK;RFC3;GINS1;EXOSC8;CHEK1;RPA3;TK1;RAD21;POLE;CSE1L;MCM4;RAN;TACC3;XPO1;UBE2S;PPP1R8;BRCA2;MCM5;RFC2;MKI67;RRM2;RAD1;TUBG1;USP1;PPM1D;SMC1A;PSIP1;LMNB1;ESPL1;E2F8;ATAD2;CIT;POLD1;XRCC6;GINS4
5,prerank,Hypoxia,0.584245713781946,2.9778094196376728,0.0,0.0,0.0,91/174,17.53%,LOX;VEGFA;FOSL2;JUN;HMOX1;NDRG1;PLAUR;TNFAIP3;SERPINE1;PAM;SLC2A3;AKAP12;ATF3;ANGPTL4;ZFP36;F3;KLF6;ADM;IGFBP3;MAFF;PFKFB3;CA12;DUSP1;IER3;COL5A1;TGFBI;CHST2;TIPARP;HSPA5;STC1;SLC2A5;STBD1;GLRX;CP;TGFB3;GBE1;GYS1;RORA;AMPD3;BTG1;PPP1R15A;P4HA2;CAV1;CITED2;GPC1;IL6;UGP2;MYH9;BNIP3L;GAA;IRS2;FOS;LDHA;GPC4;PIM1;TGM2;CXCR4;KLF7;DTNA;NFIL3;TPD52;ANXA2;P4HA1;SDC4;JMJD6;SDC2;DDIT3;HK2;PFKL;CDKN1A;CHST3;HK1;GAPDH;CSRP2;ISG20;WSB1;TMEM45A;SRPX;EXT1;IDS;SLC2A1;ATP7A;HEXA;FBP1;NDST1;SIAH2;STC2;PGK1;ENO2;BGN;PNRC1
6,prerank,Interferon Gamma Response,0.5791939599593594,2.922725015926821,0.0,0.0,0.0,93/170,22.42%,STAT3;SOCS3;NFKBIA;TNFAIP3;ICAM1;RIPK1;SOD2;NFKB1;SERPING1;FAS;CCL2;PTGS2;XAF1;TNFAIP2;C1S;PLSCR1;FPR1;PTPN1;ARID5B;CCL7;LCP2;TAPBP;ST8SIA4;MVP;IL4R;TNFAIP6;MYD88;CASP4;IRF1;IL10RA;TRIM14;IFI30;BTG1;CSF2RB;CASP1;CFB;SOCS1;IL6;HLA-B;TRIM21;HIF1A;NCOA3;LGALS3BP;PIM1;UPP1;NMI;LAP3;CD86;VCAM1;IFITM3;CIITA;PTPN2;IL15RA;NOD1;PTPN6;CASP8;APOL6;CASP7;STAT1;CDKN1A;SECTM1;HLA-A;UBE2L6;ISG20;B2M;PDE4B;RBCK1;MX2;HLA-DMA;IFITM2;HLA-G;RIPK2;IFI35;SAMHD1;FCGR1A;OAS3;DHX58;FGL2;BST2;TOR1B;PML;VAMP8;OAS2;JAK2;CD40;TAP1;HLA-DRB1;PSMB9;IRF7;GCH1;IRF9;PSME2;EIF2AK2
7,prerank,G2-M Checkpoint,-0.535717973921758,-2.727852566176124,0.0,0.0,0.0,84/175,16.87%,STMN1;RPS6KA5;SUV39H1;KIF22;E2F1;POLA2;BIRC5;GINS2;NEK2;CDC20;STIL;AURKB;MAD2L1;TRAIP;BUB3;TOP2A;MCM2;HMGB3;CENPA;CDC25A;HMGN2;RACGAP1;KIF2C;CKS2;TTK;CCNB2;PTTG1;UBE2C;EXO1;MYBL2;ODC1;KIF15;TROAP;NDC80;CDC6;NUSAP1;KIF4A;CCNF;RBM14;CDK4;CDC7;KIF11;DTYMK;MCM6;HMMR;BUB1;RAD54L;AURKA;SNRPD1;CDKN3;PLK1;E2F2;EZH2;PBK;FANCC;CDKN1B;DBF4;CENPF;CKS1B;CCNA2;CENPE;PRC1;TMPO;CDKN2C;RPA2;PLK4;TPX2;LIG3;CHEK1;RAD21;POLE;KIF23;TACC3;XPO1;POLQ;UBE2S;BRCA2;CBX1;MCM5;MKI67;FBXO5;SMC1A;LMNB1;ESPL1
8,prerank,IL-2/STAT5 Signaling,0.5151047500448511,2.6532835123974747,0.0,0.0,0.0,63/159,14.79%,LIF;GADD45B;CD44;CSF1;NDRG1;SLC2A3;NRP1;KLF6;MAFF;COL6A1;SPP1;IGF2R;TNFRSF1B;PLSCR1;TWSG1;MYC;TNFRSF21;IL4R;SPRED2;SMPDL3A;MYO1C;ECM1;RORA;IL10RA;CKAP4;IL1R2;MAPKAPK2;MYO1E;SOCS1;RGS16;NCOA3;EMP1;IL2RA;ITGAV;SERPINB6;SLC39A8;RHOH;PIM1;TGM2;MAP3K8;CTSZ;NFIL3;CD86;BMPR2;IFITM3;CDCP1;P4HA1;GPR65;PLAGL1;HK2;FURIN;SWAP70;NT5E;BCL2L1;FAH;CD83;CYFIP1;P2RX4;MUC1;AHNAK;BATF;PHLDA1;BMP2
9,prerank,Complement,0.52402902026361,2.621739723052651,0.0,0.0,0.0,92/169,24.46%,CEBPB;DPP4;FN1;PLAUR;TNFAIP3;SERPINE1;SERPING1;F3;ADAM9;SH2B3;CTSB;ITGAM;TIMP1;LRP1;MAFF;LGALS3;STX4;MMP14;C1S;PLSCR1;HSPA5;LYN;C3;CD46;S100A9;LCP2;KYNU;CP;FCER1G;CASP4;IRF1;COL4A2;CXCL1;DUSP5;SERPINA1;CASP1;CFB;CLU;CTSC;ACTN2;IL6;ANG;PIM1;HSPA1A;AKAP10;SPOCK2;LAP3;MMP8;CR1;PRDM4;PIK3CG;LAMP2;WAS;CASP7;DUSP6;SERPINB2;LGMN;PLEK;C1QA;CTSO;GRB2;CTSS;CTSD;RHOG;C2;CD59;OLR1;ZEB1;PIK3CA;CD55;LTA4H;ANXA5;CASP5;TFPI2;JAK2;PRKCD;DOCK4;GMFB;LIPA;LTF;CD36;PSMB9;APOBEC3G;USP8;IRF7;TIMP2;GNAI3;PPP2CB;FYN;PFN1;USP16;RNF4
