,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,prerank,Interferon Gamma Response,0.6629710241871025,3.2705163793648926,0.0,0.0,0.0,112/170,22.75%,IFI30;VAMP8;FPR1;CD86;VAMP5;UPP1;CASP4;C1S;LCP2;FCGR1A;HLA-DMA;IL10RA;IL15RA;CCL2;CASP1;IL15;IL4R;PSMB10;CCL5;IFITM2;MVP;CD40;FGL2;PTPN6;HLA-DRB1;IFITM3;CD74;FAS;CSF2RB;GZMA;MYD88;ICAM1;SECTM1;IL2RB;PTPN2;ST8SIA4;TNFSF10;CMKLR1;PML;CDKN1A;SOD2;CCL7;TNFAIP3;IL6;UBE2L6;ISG20;SERPING1;PSME2;CASP8;CASP7;TRIM21;PSME1;LAP3;PSMB8;NMI;SOCS3;B2M;IRF8;RTP4;CFB;PLSCR1;PSMB9;IL7;IRF1;HLA-B;HLA-A;CIITA;LGALS3BP;BTG1;CD69;TAPBP;SAMHD1;IRF5;CXCL9;NFKB1;IFI35;CFH;PTGS2;PTPN1;APOL6;HLA-G;STAT4;GPR18;NOD1;MX2;TNFAIP2;BST2;IRF2;SOCS1;CXCL10;NFKBIA;PSMA3;TNFAIP6;IRF7;IFNAR2;TOR1B;OASL;XCL1;TRIM14;PIM1;BANK1;IFI44;ITGB7;RIPK2;MTHFD2;HIF1A;STAT3;RIPK1;LY6E;GCH1;OAS2;SELP
1,prerank,Epithelial Mesenchymal Transition,0.647861572548978,3.14301390558224,0.0,0.0,0.0,116/186,20.05%,TIMP1;PLAUR;GLIPR1;TGFBI;ECM1;SAT1;CD59;SERPINE1;CAPG;DAB2;ITGA5;LOX;SPP1;LGALS1;ADAM12;NNMT;FUCA1;IL15;PTX3;ITGB1;MYL9;TGFB1;FAS;TGM2;TNFRSF12A;LOXL1;CD44;SDC1;TPM4;DKK1;CXCL6;THBS1;COL1A1;LUM;EFEMP2;TAGLN;TNFAIP3;ANPEP;IL6;COL6A3;FBN1;EMP3;MMP1;WIPF1;COL3A1;IL32;ITGB5;COL8A2;FAP;COL1A2;ACTA2;COL5A1;COL5A2;SERPINH1;LOXL2;IGFBP3;TFPI2;QSOX1;PDLIM4;MGP;PCOLCE;FN1;POSTN;IGFBP4;MYLK;TPM1;INHBA;CXCL12;CALU;PLOD3;VIM;TNC;TNFRSF11B;GADD45A;SCG2;COL6A2;MFAP5;PLOD1;LRRC15;MMP14;ITGB3;GADD45B;DCN;AREG;VEGFC;TPM2;HTRA1;PLOD2;MXRA5;ITGAV;SNAI2;PMP22;PRRX1;PCOLCE2;LAMA2;RGS4;PPIB;LAMC1;GPX7;MMP3;NID2;ITGA2;SLIT3;CXCL1;THY1;CALD1;CDH11;SPARC;COL4A1;GEM;FSTL1;JUN;SDC4;PTHLH;SFRP4;BMP1
2,prerank,Allograft Rejection,0.659563366345194,3.142927051847161,0.0,0.0,0.0,119/175,21.76%,TIMP1;FCGR2B;TLR2;ITGB2;CD86;LY86;SRGN;NCF4;CD4;LCP2;STAB1;TLR1;CTSS;CAPG;WAS;HLA-DMB;HLA-DMA;GPR65;HCLS1;CCR1;CCL2;IL2RA;SPI1;IL15;IL4R;BCL3;PSMB10;CCL5;CCR2;PTPRC;HLA-DRA;CD1D;CD40;GCNT1;CCR5;TGFB1;IFNGR2;PTPN6;CD74;FAS;IL16;PRF1;IL18;LYN;CRTAM;C2;GZMA;ICAM1;CD2;IL2RB;NLRP3;ICOSLG;ST8SIA4;CD3D;HLA-DOA;CCL7;ELF4;IL10;IL6;DYRK3;IL2RG;CSF1;CCL13;FGR;GZMB;LIF;CD47;B2M;LY75;IRF8;CD7;GBP2;CD3G;LCK;EREG;MAP4K1;INHBA;IFNGR1;IL7;HLA-E;HLA-A;CD28;TLR3;TAPBP;ITK;CXCL9;CD80;IGSF6;HLA-G;STAT4;TRAT1;CD3E;IL1B;ITGAL;NPM1;LTB;CD247;SOCS1;CXCR3;IL18RAP;IL12RB1;THY1;BCL10;CCND3;MMP9;IRF7;TLR6;IL27RA;CD8B;IFNAR2;BCAT1;CXCL13;CD96;KLRD1;SIT1;EIF5A;RIPK2;MRPL3;HIF1A
3,prerank,Inflammatory Response,0.6394078455970079,3.1058589251748314,0.0,0.0,0.0,108/180,18.45%,CD14;TIMP1;RHOG;PLAUR;FPR1;GNA15;C3AR1;TLR2;MSR1;C5AR1;LCP2;STAB1;TLR1;CHST2;TNFRSF1B;SERPINE1;ITGA5;IL10RA;IL15RA;CCL2;AQP9;IL15;IL4R;CCL5;IL1R1;CD40;IFNGR2;CYBB;NOD2;DCBLD2;IL18;LYN;CD48;PTGER4;ICAM1;CD55;IL2RB;NLRP3;PDPN;ICOSLG;TNFSF10;CMKLR1;CSF3R;CXCL6;RGS1;CDKN1A;EBI3;CCL7;CCR7;CCL20;IL10;IL6;IL7R;EMP3;SLC31A2;CLEC5A;CSF1;P2RX4;SELL;MARCO;LIF;SPHK1;NMI;CD70;HRH1;BDKRB1;ABCA1;LCK;AXL;RTP4;EREG;PIK3R5;INHBA;IFNAR1;MET;IRF1;CD69;TLR3;TAPBP;PTGER2;CXCL9;NFKB1;MMP14;ITGB3;PTAFR;IFITM1;P2RY2;OSMR;KCNJ2;TPBG;IL1B;HBEGF;IL1A;BST2;AHR;PTGIR;IL18RAP;ADM;CXCL10;NFKBIA;CXCR6;SLC31A1;OLR1;SCN1B;TNFAIP6;IL18R1;GPR132;IRF7
4,prerank,TNF-alpha Signaling via NF-kB,0.6235762044669443,3.026519018721544,0.0,0.0,0.0,120/184,25.16%,PLAUR;TLR2;SERPINB8;KYNU;SAT1;SERPINE1;IL15RA;TNFAIP8;CCL2;CEBPB;BCL3;PTX3;CCL5;BCL2A1;PLAU;IFNGR2;PLEK;IL18;GFPT2;PTGER4;ICAM1;CD44;MAP3K8;ICOSLG;NINJ1;CXCL6;CDKN1A;SOD2;SQSTM1;TNFAIP3;CLCF1;CCL20;IL6;IL7R;FOSL1;SPSB1;DUSP1;CSF1;CEBPD;RELB;IER3;BIRC3;LIF;SPHK1;SOCS3;LITAF;FOSL2;ABCA1;G0S2;B4GALT1;MCL1;ZC3H12A;STAT5A;INHBA;RCAN1;TIPARP;FJX1;IRF1;JUNB;TNC;GADD45A;BTG1;CD69;PHLDA2;NFKB1;CD80;GADD45B;SLC2A3;CXCL3;PTGS2;LAMB3;AREG;IL1B;FUT4;HBEGF;IL1A;TNFAIP2;NFKBIE;CXCL10;CFLAR;NFKBIA;CXCL1;TANK;MAFF;OLR1;TNFAIP6;CXCL2;ZFP36;TRAF1;EGR2;GEM;ETS2;TNIP1;JUN;SDC4;PTPRE;MAP2K3;TNIP2;KLF6;NFKB2;TNFSF9;RIPK2;TRIB1;GCH1;RNF19B;PPP1R15A;ATF3;SERPINB2;DUSP5;DUSP4;REL;F2RL1;TNFRSF9;MSC;DDX58;TAP1;NFE2L2;PNRC1;B4GALT5;PANX1
5,prerank,IL-6/JAK/STAT3 Signaling,0.6878895163366168,3.014449099956795,0.0,0.0,0.0,59/80,22.00%,CD14;TLR2;TNFRSF1A;TNFRSF1B;IL15RA;CCR1;IL13RA1;IL2RA;IL4R;LTBR;IL1R1;TGFB1;IFNGR2;FAS;A2M;CSF2RB;TNFRSF12A;IL10RB;MYD88;CD44;MAP3K8;PTPN2;CSF3R;IL1R2;EBI3;CCL7;IL6;GRB2;HMOX1;IL2RG;CSF1;SOCS3;ITGA4;PIK3R5;IFNAR1;BAK1;IFNGR1;IL7;PLA2G2A;IRF1;CXCL9;ITGB3;CXCL3;PTPN1;OSMR;IL1B;LTB;SOCS1;CXCL10;IL12RB1;CXCL1;IL17RA;IL18R1;JUN;CXCL13;CD36;ACVRL1;PIM1;STAT3
6,prerank,G2-M Checkpoint,-0.5804963979181017,-2.9654638051051014,0.0,0.0,0.0,115/175,24.32%,YTHDC1;ILF3;RAD21;CTCF;NASP;CBX1;KIF15;CDC25A;CDKN1B;ARID4A;STMN1;RPS6KA5;HMGB3;PLK4;HNRNPU;TNPO2;KIF22;XPO1;CDC7;ESPL1;LIG3;POLQ;POLE;CENPF;EZH2;CUL3;SLC7A1;FANCC;PRPF4B;TROAP;CASP8AP2;TOP2A;EXO1;RBM14;SQLE;SFPQ;LMNB1;SMC2;TMPO;PDS5B;RAD54L;CENPE;SMC1A;CCNF;ATRX;TRAIP;KIF2C;NUMA1;CHAF1A;STIL;BRCA2;MKI67;TPX2;BUB1;NEK2;SMARCC1;HIRA;LBR;TTK;KIF4A;MYBL2;NCL;RACGAP1;EWSR1;STAG1;NUSAP1;BARD1;FBXO5;MTF2;KIF11;PBK;PRC1;ABL1;AURKB;CDKN2C;MCM3;MEIS1;ODC1;KIF23;NOLC1;MCM2;CDC6;SMC4;UPF1;MARCKS;DKC1;UBE2C;CCNT1;SLC38A1;NDC80;E2F1;GINS2;WRN;PLK1;E2F3;TLE3;MEIS2;TACC3;DBF4;INCENP;CCNA2;PAFAH1B1;HMGN2;BIRC5;UBE2S;FOXN3;CDC20;NUP50;CCNB2;POLA2;CUL5;ODF2;E2F2;CENPA;KPNB1
7,prerank,IL-2/STAT5 Signaling,0.5700953440241925,2.8238462149791386,0.0,0.0,0.0,85/159,21.36%,CTSZ;CD86;RHOH;ECM1;GSTO1;TNFRSF1B;CAPG;BATF;SYNGR2;FAH;GPR65;IL10RA;SPP1;IL2RA;SLC39A8;IL4R;NRP1;SMPDL3A;FGL2;IFITM3;TLR7;ANXA4;TGM2;CDCP1;CD48;CD44;IL2RB;MAP3K8;TNFSF10;CST7;IL1R2;SERPINB6;IL10;CSF1;P2RX4;SELL;MAPKAPK2;NDRG1;XBP1;SLC1A5;LIF;EMP1;IRF8;TNFRSF8;FURIN;TWSG1;PLSCR1;CYFIP1;IFNGR1;SWAP70;RABGAP1L;CKAP4;BCL2L1;PTGER2;GADD45B;SLC2A3;PRKCH;PLAGL1;MYO1C;MYO1E;MUC1;ITGAV;DHRS3;P4HA1;LTB;SOCS1;AMACR;PTRH2;AHR;COL6A1;IL1RL1;CXCL10;MAFF;CCND3;IL18R1;RNH1;TRAF1;CA2;CISH;CD81;ST3GAL4;KLF6;GPX4;FLT3LG;PIM1
8,prerank,Complement,0.5696090398879198,2.8055706603369663,0.0,0.0,0.0,98/169,23.08%,TIMP1;CTSC;RHOG;FCER1G;PLAUR;CTSB;C1QA;SERPINA1;KYNU;CASP4;C1S;LCP2;CTSS;CD59;SERPINE1;WAS;ITGAM;CASP1;CEBPB;S100A9;LGALS3;CCL5;PLEK;SH2B3;PFN1;APOBEC3G;LYN;C2;GZMA;ATOX1;CD55;C3;LGMN;CASP5;APOBEC3F;PIK3CG;CTSD;CTSH;TNFAIP3;CR1;ANG;IL6;GRB2;APOC1;DPP4;SERPING1;LAMP2;GZMB;CASP7;GZMK;LIPA;HSPA5;LAP3;TFPI2;FN1;LCK;CP;CFB;PIK3R5;GNAI2;PLSCR1;CD46;PSMB9;S100A13;S100A12;IRF1;ADAM9;PRKCD;CPM;FCN1;MMP14;LTF;FDX1;TIMP2;CFH;CASP10;SPOCK2;CDA;IRF2;MMP8;CTSO;CXCL1;MAFF;OLR1;IRF7;DUSP6;CA2;GATA3;GCA;CD36;PIM1;ANXA5;SERPINB2;STX4;CSRP1;CLU;COL4A2;DUSP5
9,prerank,E2F Targets,-0.5441810595858246,-2.741499043813951,0.0,0.0,0.0,100/160,29.52%,ILF3;RAD21;PNN;CTCF;NASP;CDC25A;PSIP1;CDKN1B;STMN1;HMGB3;PLK4;CIT;KIF22;XPO1;ESPL1;CBX5;NUP153;POLE;MCM7;SMC3;EZH2;LIG1;MXD3;TOP2A;RFC3;GINS1;SPAG5;CSE1L;LMNB1;MSH2;MCM4;TMPO;PDS5B;ATAD2;PRKDC;NCAPD2;CENPE;SMC1A;DNMT1;KIF2C;BRCA1;HMGB2;BRCA2;GINS3;MKI67;NUP107;LBR;TIMELESS;ING3;KIF4A;MYBL2;BUB1B;RACGAP1;USP1;STAG1;BARD1;CDCA3;PPM1D;AURKB;CDKN2C;MCM3;SMC6;EXOSC8;CDCA8;NOLC1;MCM2;SMC4;DEK;RFC1;RAD51AP1;POLD3;PLK1;TACC3;SSRP1;TRIP13;BIRC5;RNASEH2A;UBE2S;CDC20;CCNB2;SPC25;POLA2;GINS4;DEPDC1;RAD1;ANP32E;POLD1;E2F8;CHEK1;PRPS1;PMS2;AURKA;CDC25B;RANBP1;PAICS;DONSON;MAD2L1;SYNCRIP;KPNA2;CENPM
